(NH4)2SO4,Triton X-100,Glycine,CSL-P,NaCl,K2HPO4,Tryptone,YE,Methionine,Cysteine,NH4OAc,Glycerol,Na2S2O3,ZnSO4·7H2O,MgSO4·7H2O,FAC
13.586392,6.16843,6.215968,-1.5605153,0.28212816,-1.241278,-0.79281,-7.7477107,-6.839636,0.16879101,22.88766,8.618302,3.0823188,-3.22183,-1.7340177,4.192549
12.774292,-44.839226,3.6281204,3.1966064,1.1660331,-1.7599621,2.191825,10.974409,1.41633,0.4225132,20.546637,5.60758,2.6976566,4.6947017,0.14106525,-4.68754
12.35969,0.85966754,7.3511863,2.786876,2.561032,1.3118076,-1.2382652,4.648765,1.7202843,0.40541792,19.81893,-50.712303,0.52269876,3.9843645,-2.7033556,-2.94947
11.952175,-29.785948,5.6521907,8.355633,-3.2231562,1.9740438,-0.08886606,-9.112542,-4.805119,1.6531544,23.48455,-1.5571486,2.0838006,1.2117732,-0.00584785,0.8038805
11.040766,1.0171757,6.4085193,-1.461055,-2.1218479,-2.7547958,-8.511579,-6.4912543,-4.3851137,-3.8960183,18.626698,-49.978348,-1.7769539,-0.23831923,-1.4903951,0.94005454
11.9188,1.9212987,6.429853,4.464897,2.1897182,0.5262894,5.334789,-7.101015,-2.8408644,-3.9148886,15.6951475,-70.460884,-0.39938423,4.189577,-1.2287585,-8.946642
12.570862,5.847729,5.8372426,3.3720238,-3.1479669,-4.449284,-2.5427423,-12.670858,-14.436474,-3.9873967,24.880806,14.276581,-1.4207369,-3.8960981,-4.275754,0.23513028
11.26331,-22.350588,3.284941,4.8008676,0.3461019,-0.8095161,-4.9656887,-0.8217311,1.1169392,-4.29305,21.043869,-25.784561,0.5170976,3.4535995,-1.2613066,3.4769032
16.943293,5.971256,5.7507334,-1.7479548,8.780792,3.9362447,-2.691872,-4.560612,5.0190396,1.1640567,23.579317,21.31714,2.160565,6.742165,0.5017806,4.0438476
12.349255,3.859842,8.600263,0.108523935,-0.8902388,-0.728643,6.8899937,-6.809525,2.180984,-3.7932339,20.913122,-42.73661,1.2849373,3.845622,5.649828,0.80902314
11.61103,3.4628937,2.968078,-1.0121609,1.787112,0.81582254,-3.7694697,-13.162593,1.055766,-2.7042267,20.789898,10.0917635,-5.1903048,3.440251,-1.3436694,1.4004889
15.144393,6.0585155,10.910109,-0.094630644,-2.0661604,3.066944,6.7921147,3.8305051,-4.2899776,-1.4178377,25.41269,17.686045,1.2221845,7.8689423,4.6431694,-0.48391965
11.695119,1.3239379,9.085642,-0.888397,-0.35078233,-1.9942133,-4.5229664,11.3183775,0.7394441,0.109360084,15.482489,-84.386024,0.1775943,-0.7980445,2.3254116,0.24128796
