(NH4)2SO4,Triton X-100,Glycine,CSL-P,NaCl,K2HPO4,Tryptone,YE,Methionine,Cysteine,NH4OAc,Glycerol,Na2S2O3,ZnSO4·7H2O,MgSO4·7H2O,FAC
11.405973,6.1694946,8.609728,-3.2503233,2.5847056,1.5000236,-3.282828,-14.239297,2.5737798,4.907092,20.108002,-3.0761409,0.5848214,2.0707693,0.09308992,2.4428263
12.489793,-48.579975,7.575601,4.655052,0.92121315,-2.9085758,3.3850386,-9.347218,2.2235806,0.62778634,22.032751,5.470237,0.62941414,4.878888,-2.5573347,-0.59927815
13.472141,3.9183815,7.282105,-1.2550827,1.9433067,-0.47464487,2.5170963,-8.85266,3.1767411,-1.8443788,23.249815,12.723865,-4.385841,-6.222442,-2.2635162,-0.28418165
14.032947,3.2364995,-4.878787,-1.3660512,-5.726053,-4.698949,-0.48881555,0.6645032,-6.757276,-0.5710735,22.814714,17.091799,3.7254534,4.9256477,0.9703874,0.9678966
5.8275514,4.722872,9.351042,-2.3481538,-0.33998454,0.7849253,0.26376402,14.820573,1.5844684,-1.9210241,24.996515,15.573862,1.4199814,-6.1763577,1.7266316,0.3397118
11.781421,2.8011534,6.007264,-3.341872,3.1984403,0.50070184,-6.0410933,-6.7030363,-3.1669788,0.70453626,17.350344,-41.22754,-1.5580242,-0.78203803,-1.7879475,0.74865353
10.347193,-0.11531341,7.864567,0.46739426,-0.67133635,-2.5582993,-6.6750927,-11.057,-8.470196,4.4214683,22.228373,-4.8094287,-1.8124605,-2.5670521,2.704155,0.39058524
13.169333,3.2353272,8.696515,-1.4765302,2.2149818,2.519799,-6.6318817,-0.03166835,1.7820177,1.309387,19.656382,-46.988815,-0.42818493,4.6082726,0.30956763,1.3677926
13.904733,7.3403916,9.293687,-2.4689977,-1.1075853,-2.3221622,-5.6292305,14.316422,2.8587544,0.9301161,22.928143,16.30943,-1.4777216,3.3300142,-0.3608856,-0.3948331
10.661578,-3.16358,6.330054,-0.7502406,-3.023397,0.2896921,-6.97368,-7.0358763,1.3694489,-4.161873,18.948872,-41.212166,-0.20565021,0.79120064,-1.6586094,3.3760366
5.8844805,3.2748084,8.829165,-3.8624158,1.4313158,-3.1139472,-4.32696,15.367466,-4.5107503,1.9244494,25.471603,14.511771,0.14948647,2.5757473,1.0825642,0.054290112
12.105553,2.804871,6.3129783,-1.3012573,-1.3627394,-1.8963212,7.6994195,-6.940651,1.1601298,0.47068438,20.221327,-42.99065,0.50274503,-10.1745825,3.0186613,-7.896428
11.995175,1.8030769,6.685873,-3.1866941,-1.5562664,-0.15626529,-7.626131,-1.1444256,1.7245103,1.6656427,22.44542,10.386405,-0.012915871,-7.0816693,0.4783676,1.3596576
12.326232,-43.69942,7.591261,3.7378907,1.7281177,-1.0096866,2.4834492,-7.20115,-4.146473,-4.5759206,21.253588,4.5798273,3.6631782,4.2474194,-1.5753869,-0.6258746
12.31802,2.5200326,7.432252,-1.4856055,-2.9077415,-0.11416056,-7.194723,-6.954432,2.0805979,1.0076169,19.271776,-50.022972,3.552626,4.1738515,-2.2297006,0.9877692
12.412238,1.5920439,6.6089635,-3.8045654,1.5116338,2.474388,7.2885017,12.1200285,0.6968699,-2.7289279,23.122442,-47.832317,-3.0433166,5.1835933,2.8331294,3.2966611
14.227102,4.947931,1.7491546,-4.540849,0.013563834,-1.9663094,3.9738514,-1.2066466,1.7647507,-4.5206227,23.95203,15.33203,-0.051886857,-9.324281,0.03594923,-1.0695205
11.579804,-6.845398,6.9285364,0.6669515,2.7248542,0.68817747,-1.233092,-10.029652,-4.974901,3.6645603,21.40605,-1.793341,-0.6159951,3.648616,2.72426,2.7938044
14.526918,3.0847123,-61.887115,-0.5190877,6.44029,3.4682345,1.043859,-6.0167584,2.567284,4.6297455,31.950796,-3.0281224,4.064591,1.6426319,1.9227638,2.801926
13.807945,5.463779,10.161053,8.126572,-0.19197646,0.3688935,3.6765196,-3.6800263,3.2031667,0.61307776,23.707811,16.713444,1.9531426,-2.037923,2.171974,1.9018388
12.81893,5.9308386,10.298649,8.64111,-0.34996742,-2.4010663,3.505594,0.63921803,-7.095086,2.0389996,23.906923,9.895606,0.5865146,-3.6832118,1.6623389,3.3312366
11.428238,2.941198,4.981152,-5.246661,1.2330254,-1.2593021,-7.445637,-7.317416,1.1078482,-3.6328878,16.112686,-80.64054,-1.3610532,2.8556347,-0.25367355,-6.1510105
11.615471,1.5633359,4.959951,1.104775,-0.7134243,1.548598,-8.990292,-2.022025,-2.9554849,0.14347479,21.150997,-49.740913,0.08498019,-5.801592,-2.1754382,2.6454666
12.107205,-5.9918756,2.911864,6.874507,1.8349999,1.7345016,-4.712258,-4.4475603,0.77637804,0.32077563,18.279417,-69.42315,1.2556851,-5.959721,1.1028122,0.97183365
12.082497,3.6413028,10.136628,-5.0599446,-2.0870056,0.9836881,-1.3466288,-13.131595,-7.694251,1.7352713,22.248901,12.544749,2.195593,0.37437043,-2.9081511,3.1619303
14.824381,7.021987,7.6614585,-3.5539148,0.502915,-0.5470949,-0.24355122,-5.4751897,1.9463751,0.7079701,25.329958,19.898048,0.097892314,-7.656846,-1.2470567,0.43452814
12.550866,5.377929,9.228605,-0.20335764,0.74888283,0.955697,4.416744,2.087136,0.34179148,1.702149,23.355648,9.302336,-0.6484556,-9.3606205,-1.1294082,-6.4520745
5.394925,4.78277,8.703699,4.7713265,-1.6932604,-3.000154,5.086689,-15.666551,-7.132072,2.2337348,25.325905,10.098812,-0.323976,-1.5757954,-2.6070924,3.491748
10.810456,-4.327229,-141.36461,-6.5237436,-8.23619,0.99705297,-10.582499,-16.541136,-12.734555,-12.814145,4.353344,6.4842253,-10.29755,-11.979805,-0.3458431,-3.2727463
11.667648,-54.04116,0.8395897,-9.112293,1.2213801,-1.8369906,0.04390532,-9.901876,1.7446644,-4.660902,18.843918,2.7313242,-5.411212,1.0101835,0.039822973,-5.7090073
7.41963,6.9334135,9.422104,0.22623827,1.2997864,-1.1397537,1.176976,13.552599,-7.818453,1.2220262,25.570463,12.911668,-3.0262842,4.6376324,-1.9357871,0.4105403
13.17254,3.8195908,-5.884556,-3.7786741,-5.8418713,-0.35840532,-1.7463847,0.6383033,-6.4352016,-0.1428209,25.16537,9.289224,0.58208066,-6.924704,-3.9151473,-0.826999
11.971192,-22.152086,6.238452,6.114389,0.630876,-0.60192376,2.3079743,8.580108,0.3596796,-0.020710263,18.204386,-54.92213,0.9067864,5.080625,-0.95207995,-0.13226518
6.095886,6.5570736,7.8884664,3.5692365,0.9796855,-1.7107377,3.9276876,15.063548,2.0111115,1.192629,29.11044,13.548933,-3.08356,5.236864,2.603207,3.0301063
11.406523,0.89632696,4.8009825,-4.531175,-3.24264,0.5304138,-3.9941983,-8.251029,0.62521297,-3.6136456,22.232986,-47.73629,1.9424883,0.66672146,-1.7135952,2.5810435
11.508102,4.012379,5.2708535,-3.7185931,-2.6948225,-1.5091394,7.576677,-0.21540412,0.119883716,4.861995,23.319054,-45.095455,-0.26648396,3.3627992,3.1772163,-0.47162715
13.760174,6.732238,9.174447,-3.2966785,-0.3231569,-0.40407696,5.194966,10.920996,0.6343484,0.5051137,22.670717,11.87096,-1.4153751,-9.729319,2.9207857,0.29665342
12.151216,3.7144487,8.106191,-1.8970411,4.0823574,2.5416129,-2.9631848,-7.496536,1.7400613,5.1596394,19.110968,-38.3552,-0.47056425,3.9893663,-2.0623207,1.2637776
13.690466,1.8798673,-0.2246759,-0.62795025,4.2177467,-1.5930965,-1.1797702,-11.27245,-8.5779915,1.2813107,25.435764,7.1374273,-0.3490506,3.5791955,-0.7745421,1.0472611
11.918845,-3.9303193,5.996164,6.0743585,-0.48042628,-1.0646445,-8.523258,-6.166557,1.6745018,-3.139491,17.029362,-74.29425,-1.3220643,1.7109476,-1.2832632,1.2755041
5.7678137,-7.6139913,6.9543285,3.5768585,-3.1328313,-0.15231177,3.277259,-12.86235,-5.8018637,0.24648134,25.499512,9.929495,2.589271,1.2467524,-3.3291528,5.9712205
11.32777,-52.86016,5.2282495,6.8340425,0.9343337,1.0530514,-2.64559,-1.2527434,1.9067589,1.8484263,18.036333,7.217643,-1.908623,-6.54468,-0.99185455,-4.1951513
3.4659157,4.147605,6.2433453,-2.8689702,0.6756921,2.1275644,5.1120734,13.2126045,-3.9516017,2.349237,28.266218,12.757566,-0.335851,5.498004,2.3508995,2.803666
15.641585,4.968302,5.7348323,3.9294133,0.78447974,0.9696634,3.6505432,0.68933696,1.3718003,-0.6781145,24.711409,17.247429,0.3422893,6.132587,-0.9676299,-0.44893727
15.481867,8.071616,7.1025357,3.9589632,1.9493306,3.5760643,3.0792773,1.7735835,3.425995,0.16909197,25.16995,18.111689,-0.34775054,8.123038,2.7837377,0.88046265
7.4212513,7.164127,8.081398,-3.286312,-1.5301526,-1.5030876,7.7513947,16.258732,-3.173031,-2.252536,28.406588,16.176237,0.8973126,-9.398721,-1.154966,1.1342804
14.24658,4.4599304,7.2277246,5.7234898,-1.1794999,-1.0960867,2.7477348,11.077726,2.6826794,-3.629677,25.917522,14.994418,0.20988868,-5.934691,-3.0741274,-0.63297546
14.3560095,4.957582,8.308306,-4.4696283,-0.95326704,-0.94628435,6.1288867,0.6934975,2.176166,1.0109066,25.309912,15.795476,1.6079584,-6.5843487,0.03809176,1.921022
14.06639,3.4533417,8.804521,-0.31204256,-2.925077,1.5511363,4.0248537,-0.075391755,0.75383526,-2.8174055,23.964836,11.649249,0.9537096,3.8090715,-0.706441,-0.3883058
8.202052,9.664637,9.531436,-0.26273996,2.4115872,3.6522954,9.637076,16.630264,1.3815452,0.8253555,27.290194,17.648378,1.1837472,7.0759587,4.866071,1.2221313
13.577171,0.12161054,6.692433,2.3162596,0.11351454,0.43488717,-6.71302,17.551819,-4.2638516,-0.5665077,22.841536,10.872876,-0.93574274,0.8059172,-1.9046342,2.7593849
8.332791,4.051193,11.98726,5.5088625,1.1397593,-0.56100494,-0.8505591,16.456112,-2.4639375,0.94848365,25.719944,12.562897,0.49288097,4.1962233,0.19610952,0.6286893
6.9616513,4.7005816,7.858802,5.7673144,0.48798504,1.7866741,-3.4802175,14.806992,-3.524986,-1.3451353,26.975582,11.9448595,2.405579,-6.1766615,-0.58105475,0.16584383
12.878331,6.976518,10.965034,6.585156,-0.81315875,0.074549004,-2.5550628,19.540133,2.3836946,5.031134,23.942045,3.8601809,3.1942658,3.837847,-0.24799305,0.6958106
13.043557,4.73581,8.79266,-0.053823523,1.2032322,0.13854118,-0.16977085,18.53609,1.2788064,3.8812401,22.050232,1.0669076,-2.233844,4.927392,2.291202,-5.4251194
16.249592,8.775447,8.120434,-0.006545392,1.6201884,3.678171,4.1801906,16.330534,1.9132789,-1.0723952,28.082136,19.198263,0.2947291,8.092618,1.1044544,0.7254195
15.190223,5.1783843,7.4664416,-4.848912,-0.28835616,1.792351,0.3367655,13.241558,2.5561743,-3.5895975,26.58818,17.622711,-1.8244995,5.2378144,1.0296844,2.7403808
7.8004646,5.532456,9.870153,-2.7095253,0.8810675,0.69626963,5.985212,4.0010543,-2.5506449,0.55933267,25.027424,10.931274,0.6475632,6.7134995,-2.1280808,-6.9877877
6.6710997,6.261194,8.288185,6.2735777,0.18876469,-3.0602863,-3.9922867,16.138973,-4.6936784,0.32842845,25.045996,12.194717,0.3263908,1.6091192,4.8175287,-0.09816161
13.478313,7.3621097,9.042103,-1.0161632,-0.17969693,0.38034338,-3.918263,-9.7788515,2.011771,-1.1016419,23.829504,12.017449,0.39446342,7.014837,0.054797787,2.2093122
5.810455,3.7615628,11.592615,5.9155197,1.1401304,-1.2827985,0.07844346,3.608788,2.1116648,2.5826766,25.113583,14.21907,2.075408,5.693052,-0.97235703,0.30823165
12.895963,7.5366893,7.181408,-2.8149724,-0.34719482,0.28122437,-0.20598888,13.561273,1.0398643,1.714738,24.508265,11.025071,0.23453882,-9.595355,3.836671,4.3074126
13.532049,7.3300567,4.9675817,-3.3087394,0.19623314,-0.55045193,-1.9209076,2.874455,-7.150521,-0.7333839,25.751173,11.202221,-2.5104265,6.203991,-2.201562,1.921462
9.313006,7.2814813,10.911125,6.4892535,-0.3063801,1.4526291,-1.8299931,16.72689,2.6447322,-0.08994043,26.074598,13.033646,-2.6578238,5.3576355,-0.8169773,1.3662996
3.216401,6.180086,6.139762,-5.588004,0.41657138,-3.254344,3.2524536,-1.2360421,1.5288838,2.1347446,27.176033,13.3125725,-1.2713448,-11.270153,-0.5113053,0.87803584
11.69789,2.7886643,-10.34328,-4.268492,-9.196261,-1.0406438,0.8162197,-17.879862,-8.313312,0.060116775,20.675264,6.987532,-6.7441998,-4.1908855,0.08401634,-13.426068
4.892467,3.6457164,7.218101,3.1581771,-0.3328447,-0.22552581,-4.07927,8.779845,1.0627455,-1.3276621,25.483974,14.255556,-0.40762204,3.981127,-0.90417206,-5.490828
5.617335,5.1191807,8.820438,-4.8959093,-0.12040526,0.65232307,3.3641899,13.217315,1.8751074,2.9643636,26.980848,9.766634,0.71679896,-8.5069065,2.4324267,-4.472205
15.226159,7.7239766,9.750366,7.434492,2.3314788,1.1527334,10.635232,2.3690274,1.8802441,1.9414161,24.463835,11.943358,1.701841,5.28023,8.255211,4.236558
13.841669,7.2243257,-2.177177,6.3309703,-3.1473854,-0.64946496,4.3546433,12.027656,2.756478,-0.98033994,25.466734,12.011226,0.9619048,-5.6615715,-0.48505813,2.2370172
7.1610556,-11.807655,8.130456,1.2571132,2.0288756,-1.3596325,-1.8127034,11.716498,0.8447386,0.63224006,24.142714,11.07783,-0.6182025,4.7039385,-0.16278139,1.0288581
14.07566,1.9534544,11.056888,-4.2462544,3.1984732,1.6683245,-1.2319995,20.766226,-2.6522868,1.7651147,22.879774,-2.0185137,0.6869882,4.602136,-3.0990021,1.3657538
9.088886,6.3314977,9.88455,1.3244058,2.5356724,0.88995904,-0.61183137,5.1798053,1.5988485,1.1908221,27.3214,11.849536,-2.120034,5.0942936,-1.4822141,1.9912231
15.167399,9.495642,14.534158,-0.7147748,0.43556666,3.1914098,12.73496,3.5626175,4.5259237,3.9203062,23.71279,18.008171,6.1277957,8.560006,1.578021,2.2235446
12.270298,5.9005723,5.1797786,6.0876813,0.81495243,-0.46078834,-2.191438,-0.2393752,2.7835019,1.9205617,27.028421,11.139287,0.24819815,4.657503,-2.1433704,3.2912467
13.914491,6.7509027,9.431284,1.5179863,-1.4729465,1.2213647,-3.513581,20.482748,2.254796,0.7333073,23.168589,1.0655441,0.34336168,4.962102,0.30222762,0.59536713
12.459048,7.473558,8.079352,7.954474,-0.10112482,1.2519946,3.6938415,-7.2754097,3.5947092,2.4774523,26.527447,12.5963955,0.40132397,-5.223767,-2.5299094,-0.79932666
3.9078476,4.326077,10.8052225,-7.4957657,0.48436248,-2.1442952,-6.558509,1.5853596,-0.06573378,-1.2588248,24.098007,14.932715,0.61507756,4.535866,-2.5492713,0.7309321
13.181502,4.451173,8.343148,8.75761,0.6266571,1.7270341,4.2080035,-7.5716996,2.6056528,2.808524,25.769634,15.456933,1.2722284,-3.26451,6.12725,4.315307
12.314661,5.70398,6.624328,1.7571715,-0.016123569,-1.5062051,-2.9544423,17.163744,2.50161,4.8423066,24.186577,-0.14830796,-0.77579796,-6.499047,1.2397811,0.44287843
12.11731,5.8033066,5.8557315,2.8107204,0.084941775,0.67736894,2.702105,-12.708873,2.1243677,-1.2049744,22.143036,9.5706215,-1.58635,1.4948254,-2.0803993,1.1124648
0.62997305,4.0077724,-1.1547602,-2.7825668,3.3722749,-2.121609,3.3813424,10.289806,-3.924189,0.68982387,25.635145,12.973756,0.1538148,4.70989,3.1868374,-1.267891
12.200187,4.147725,9.479294,-4.493623,-0.45322773,-1.165775,-4.508631,0.3774611,-0.08399363,-5.173476,21.540356,-5.757286,0.81089425,-8.615017,-1.140239,-0.85791796
5.9508843,3.6096895,9.953676,-2.9104958,-0.20968713,-0.9665886,1.4010965,-12.234614,2.5854056,0.42516527,23.668314,10.160419,-5.207886,1.7965914,-3.1777637,3.2731633
14.689691,4.8671727,8.5589485,-3.0933971,0.2990804,-2.6251836,-6.1784835,-1.173246,0.75689656,0.08142782,24.16087,14.721618,-0.3620487,2.6761358,-3.6686897,-0.61120194
5.9775057,2.0663316,-6.937859,-3.6331568,-2.5030649,0.82546145,-5.4051585,17.059248,2.9937115,0.31191894,27.26559,-1.5329125,-2.4480226,6.3046317,-1.0060798,1.3477503
13.78849,6.3597474,10.19121,-4.873866,0.687038,-2.363595,-0.53950995,14.209487,1.9245982,1.7072985,23.952232,12.914153,0.5301647,-4.362069,-2.473863,-0.75567573
4.89241,5.0706396,10.294408,-5.721912,-1.2533635,-1.1442096,-1.8266364,0.5854272,2.1585155,2.0302737,24.361563,12.810473,-0.9880926,-3.8970304,0.038976047,0.23172818
12.804623,4.25978,8.231607,5.99534,0.061272062,1.3810128,-0.65181774,-7.2252455,-5.0863996,-0.029910216,22.47132,15.3619375,1.4833411,-3.377957,0.060084596,1.7129924
14.279673,5.953206,6.1662827,-2.703072,0.9922116,-0.72512776,7.690667,1.148203,-3.9740624,1.2307163,25.388708,12.917979,0.67071396,-8.23134,-2.8375802,-0.37255013
6.1676397,2.773792,5.8957157,-6.3804054,1.3471584,-1.4112709,-0.9672323,14.899065,0.68055415,-4.4744925,25.560211,-3.3672414,-1.4759551,-7.391685,-2.7511108,-0.12358368
15.641164,6.456444,5.944796,5.835708,4.5667186,2.188758,7.2412224,3.7663045,2.9048352,0.7233921,26.594032,10.28719,2.2297804,-5.080269,1.1892253,6.476337
13.231046,5.7039666,10.820511,-2.9750938,-2.3042536,-2.309286,-5.3230247,-9.528983,4.14171,0.5934649,24.019995,14.888707,-0.27632192,1.234897,1.4743035,2.6140454
7.5878386,6.7101836,9.749687,-5.3495116,-0.36201143,1.4230117,5.2687435,0.8078194,0.99914825,-0.88254917,24.78512,14.16323,0.59444946,-7.5810947,-0.3811235,1.0921906
12.673955,4.2252636,8.992262,-2.9283614,0.4915504,-1.2030499,-1.2209394,-15.6482115,-7.7360415,0.19651344,23.453766,11.513477,0.43385506,3.8621202,-1.0883653,0.9258411
13.415926,5.4597964,8.127202,-3.4167776,-1.6775106,1.5638738,-5.7131677,-8.055462,-8.262624,1.0322864,21.690443,14.922815,0.99355406,-4.2077537,-0.7447874,2.3087854
13.35502,7.9970837,9.774502,-2.7341347,0.058390245,-0.07172593,7.907548,-14.101851,-11.303826,-2.5144343,21.60491,15.156195,-2.579921,5.4563723,0.0072648195,1.5024471
7.900376,5.252105,10.31984,3.8153167,1.089073,0.75554514,-2.8157012,3.8307528,3.2906377,-0.5736673,24.697256,17.717182,1.3200256,-7.0421844,-0.2514907,4.0415163
13.047732,7.5806937,13.427519,9.022404,1.9376724,3.1959977,7.005127,3.4513102,2.555511,7.6334896,21.966312,-0.716334,5.7878485,-2.9818716,2.4545043,1.6654688
14.979836,8.195848,4.281377,-0.06414639,5.8650565,-1.2619927,1.7076601,1.8605446,2.4778826,2.468829,26.777813,21.47327,0.6700493,-3.638823,5.890951,2.1850512
14.276934,5.3777833,7.1795087,-1.8438011,-2.2099986,-3.1521814,-5.9906487,-1.1670288,2.9697297,-0.32681978,23.61673,14.394154,2.582084,5.020189,3.4211035,2.1698737
6.350812,4.988194,11.219225,-4.823987,-0.20968442,1.370579,6.057843,-12.652324,2.6192205,2.5522988,24.146915,9.429679,0.21662185,4.5661335,-2.0343792,3.7042928
14.019807,4.2558565,7.7597003,5.000197,0.068851195,-2.8152275,-3.7033558,-0.48162678,2.7522519,1.5992326,22.287676,16.378897,0.5723169,-6.2832894,-0.38322395,-1.1020281
13.199886,4.477562,10.37089,6.6459413,-1.4471219,0.7446825,-0.90706575,-9.915901,3.9626508,2.8027225,25.405043,21.972494,0.5888381,2.5418134,2.03967,-7.455991
14.697376,6.3496857,12.039389,2.8520362,0.8260634,2.4371214,-5.670623,15.767576,3.1808255,-0.6547586,23.44965,15.57104,0.23230708,3.1902173,-0.31717628,0.36234447
13.759709,7.8800206,5.1019516,-2.1298733,-1.8150761,0.55246085,-1.1984798,1.1377685,1.8944244,1.6395216,24.626408,15.449938,-0.32623953,6.1458206,4.316826,0.117543206
11.894303,3.910037,7.4903913,5.1423054,-1.3307992,-1.1111741,-0.5042564,-0.56938034,1.2978984,-5.6988482,21.329151,-5.9166102,-2.8737533,-6.30598,-0.25489596,-2.159011
14.337358,7.0650043,10.464427,-1.6944487,-0.6830933,-0.12561433,4.1535196,-11.254959,4.231024,2.1399932,21.568811,21.123724,0.26149535,4.792362,2.3473458,-6.331007
12.48531,5.353952,7.2667756,-1.4306695,1.3515195,-1.5499038,-4.1040907,-9.598354,-7.953129,0.21737345,22.47313,8.475149,-0.03264212,4.075997,0.9544514,-0.06518732
11.675563,5.981813,6.3592052,-3.7504807,-2.653765,-1.2510095,-1.1664782,-6.7393646,2.0348332,3.2537348,24.615808,-6.5045094,0.047625117,-3.2744148,-2.1453207,0.8981453
12.818888,4.573163,6.1127896,-5.2561183,-0.64926577,0.6434396,4.376229,-0.25812113,0.6998286,0.028567838,20.808475,-6.788101,3.5921252,-9.558711,1.9074682,-1.124701
6.3307214,5.1313014,6.95094,-2.3884425,1.7521011,-0.5916118,-5.7651734,0.0915953,0.49578077,0.14980519,23.842875,10.143233,0.25861815,3.6928644,-1.7681814,0.3504632
6.5586877,3.283802,7.9047556,2.5025795,-1.3908225,-3.870956,12.5998745,3.9877837,0.5602757,6.452025,24.448355,-40.763622,1.256536,5.5915685,-0.45118675,2.3629398
14.930126,8.244721,4.654273,-2.4103863,5.6746955,1.5561979,9.456592,-10.103445,3.583735,3.5172226,27.236906,19.80626,1.848816,3.082896,3.0454059,2.381119
12.731234,6.973984,11.436668,0.8230012,2.3875024,0.26367903,2.6617534,-13.112835,3.1497693,0.90960574,22.12887,10.852727,-4.0768023,1.8329139,-0.5460158,-4.228506
6.0501156,4.6911597,10.049118,-3.5330682,1.6160115,-2.990808,-4.9677224,-9.343509,3.6770883,0.90679526,23.769548,13.897342,0.81630415,1.7046503,-2.5081942,1.4742311
5.7681456,4.5346904,9.258286,-2.1145475,0.70352435,-0.6755631,6.4793105,4.574707,-4.5037556,-0.17679238,26.57031,13.049413,0.13047856,4.514915,-0.30884847,-5.6300244
4.0004106,4.905621,-1.4561464,6.1346383,2.5981882,0.51727194,-3.8157883,11.882401,2.5029085,1.6963185,26.36847,11.262823,0.71385944,-6.037012,-1.1774156,0.17620318
12.7751875,6.391002,5.953654,4.9529233,1.2878284,-0.943104,5.281588,0.7853155,2.3062618,2.4316573,23.785717,15.124907,1.2770815,-5.623517,0.82073766,-0.49010256
3.9998567,6.1964703,7.581862,-5.1484814,-0.11114719,-0.9984812,1.8600497,-13.690275,-9.875975,-0.0011551476,24.823277,9.428916,-4.7076797,0.7688052,-1.9588941,3.393334
12.964421,5.3507543,7.798694,4.1818123,2.187556,2.040604,-7.105047,-7.4995437,4.7371793,2.735185,26.337885,16.489996,0.22555327,1.2858596,0.10445524,1.3058136
14.178658,6.762239,7.7177987,-3.4775085,-1.536786,-2.524819,-5.795535,-9.416168,2.1334162,-0.6583899,23.549936,18.738272,-1.176615,1.3606293,0.4643725,0.5166881
2.532935,6.6163125,8.455998,-3.5550559,-2.022871,-2.0420895,-7.984764,-1.1658462,0.4397192,1.8090069,27.094442,13.795178,-1.386222,2.5178661,-1.3990217,0.2426126
6.5134697,3.2908144,6.0952635,-5.868777,-3.5654228,-1.9315369,2.9653585,-12.373307,1.0323473,-2.5732574,27.231478,9.077159,-6.2440233,1.4776655,-1.8994199,0.7460213
18.285654,8.360532,5.4819283,-1.7076449,6.646008,3.6690757,-2.4984336,16.004436,3.1871562,-0.39240074,25.977566,19.598494,-1.0617294,6.9021835,-0.517356,1.9029772
7.865735,8.105315,11.903373,-0.079697266,-1.4079919,-1.963495,-0.41164258,-5.4249887,-2.6384394,0.3396016,25.090109,22.038807,0.44959295,6.1019073,3.9553163,0.72706777
6.518859,6.723583,4.7105837,-4.605336,-0.5010018,-0.836333,7.26999,0.82978845,1.063243,0.06004806,25.475267,10.847206,0.16678204,-11.532503,-2.832074,3.3930655
8.593216,5.4528995,10.162005,0.96901774,-1.6852908,1.0661651,5.271081,-7.464329,1.9207829,-0.70067954,25.965628,11.305279,2.4559631,4.6118565,6.5005455,4.2070284
15.776973,8.957576,10.154172,8.637254,1.9849329,4.5091734,-0.9283453,-8.554935,5.438942,3.241013,26.833332,22.05049,6.3475275,6.611076,10.479383,3.3729458
11.774807,4.946797,-5.7650123,0.90566427,-6.10724,1.4560484,-7.8163066,3.8925424,-5.4981937,1.8258643,23.079746,14.050561,-1.1147814,-5.8507743,-0.10402719,2.9510531
7.4905705,6.742238,6.8373137,5.8138885,-0.12624806,0.34058923,-4.3405585,-4.699508,3.209261,-0.99856234,26.286415,11.638496,2.4967952,-4.63237,0.28215653,1.0210013
5.1454234,4.7997456,6.1446047,-2.097981,-0.2032921,0.21826418,-4.453602,-6.0896416,-6.5222726,0.1328566,23.84498,13.561921,0.36638865,-7.09788,2.3414717,3.3377314
6.1433377,4.4135447,8.699807,-6.360387,-1.5247205,1.6597083,-6.4170585,12.978793,-4.5383186,0.22203773,24.623695,14.049591,-0.8574017,-8.484868,-1.0043075,0.8147752
