(NH4)2SO4,Triton X-100,Glycine,CSL-P,NaCl,K2HPO4,Tryptone,YE,Methionine,Cysteine,NH4OAc,Glycerol,Na2S2O3,ZnSO4·7H2O,MgSO4·7H2O,FAC,pred_titer_0,pred_titer_1,pred_titer_2,pred_titer_3,pred_titer_4,regressors_std,mean_vote,UCB
38.0,47.0,19.0,68.0,25.0,28.0,142.0,172.0,23.0,68.0,0.0,52.0,42.0,0.0,18.0,21.0,86.98283,106.813866,81.70557,86.34846,105.23527,11.701154,93.41719,105.11835
53.0,12.0,19.0,68.0,51.0,51.0,119.0,154.0,159.0,79.0,6.0,118.0,21.0,41.0,26.0,21.0,93.61631,97.34875,96.611824,101.81911,108.04165,5.610804,99.48753,105.098335
68.0,35.0,66.0,23.0,51.0,40.0,108.0,118.0,136.0,34.0,0.0,61.0,32.0,35.0,42.0,46.0,74.99313,46.575096,93.80964,94.152954,102.997665,22.532228,82.5057,105.037926
23.0,53.0,76.0,68.0,21.0,28.0,108.0,154.0,204.0,0.0,6.0,80.0,28.0,53.0,42.0,36.0,63.439438,55.202488,98.984474,91.65887,104.96403,22.18165,82.84986,105.03151
60.0,53.0,47.0,91.0,25.0,17.0,62.0,100.0,136.0,68.0,0.0,118.0,11.0,24.0,18.0,51.0,95.0916,92.59484,93.51226,93.97907,111.07236,7.7790813,97.25002,105.029106
60.0,30.0,85.0,45.0,40.0,25.0,96.0,245.0,91.0,57.0,6.0,80.0,35.0,30.0,22.0,11.0,87.398476,47.177097,88.652596,88.06938,105.65163,21.636854,83.38983,105.02669
53.0,12.0,47.0,204.0,25.0,32.0,96.0,154.0,45.0,79.0,0.0,128.0,32.0,47.0,42.0,36.0,59.10383,94.771164,81.49153,92.15497,107.252716,18.067005,86.95484,105.02185
23.0,30.0,85.0,91.0,47.0,40.0,142.0,190.0,23.0,45.0,0.0,128.0,32.0,24.0,42.0,51.0,100.92786,51.44025,81.326324,87.46311,101.51127,20.439247,84.53376,104.97301
38.0,12.0,66.0,159.0,17.0,17.0,85.0,245.0,181.0,0.0,0.0,52.0,32.0,12.0,14.0,31.0,84.4923,63.525257,96.58042,94.20642,105.665215,16.058678,88.89393,104.95261
0.0,47.0,38.0,181.0,36.0,25.0,142.0,154.0,136.0,79.0,44.0,42.0,21.0,41.0,38.0,26.0,90.41697,73.73774,97.15555,101.99609,102.208435,11.838996,93.10295,104.94195
53.0,41.0,57.0,23.0,36.0,43.0,96.0,136.0,113.0,57.0,6.0,71.0,32.0,24.0,42.0,21.0,102.78762,86.86675,94.74528,99.39749,104.86699,7.1801,97.73283,104.912926
8.0,30.0,9.0,0.0,43.0,17.0,74.0,245.0,136.0,68.0,44.0,42.0,32.0,35.0,14.0,31.0,68.797104,81.72638,93.00605,96.6335,108.622765,15.14569,89.75716,104.90285
53.0,6.0,38.0,45.0,43.0,51.0,130.0,136.0,0.0,79.0,6.0,90.0,35.0,24.0,14.0,36.0,53.30144,79.15962,79.83694,101.86411,105.423,20.983318,83.91702,104.900345
68.0,0.0,76.0,181.0,47.0,40.0,51.0,227.0,23.0,11.0,0.0,109.0,14.0,24.0,42.0,16.0,87.99216,84.58193,92.1268,104.06707,106.68183,9.804817,95.08996,104.894775
30.0,53.0,57.0,68.0,28.0,40.0,51.0,245.0,181.0,102.0,6.0,42.0,28.0,0.0,22.0,31.0,102.29513,89.48563,90.31805,87.59108,108.49146,9.225446,95.63627,104.86172
8.0,41.0,38.0,45.0,21.0,21.0,108.0,118.0,23.0,102.0,13.0,99.0,42.0,18.0,30.0,6.0,96.07903,89.04394,85.608,109.350204,98.18568,9.203138,95.653366,104.85651
30.0,30.0,57.0,181.0,43.0,47.0,62.0,82.0,113.0,45.0,0.0,80.0,35.0,47.0,42.0,26.0,90.72351,79.767426,94.16275,104.98967,103.38356,10.250849,94.605385,104.85623
45.0,30.0,85.0,136.0,36.0,40.0,119.0,209.0,136.0,45.0,0.0,128.0,42.0,35.0,38.0,21.0,105.32355,71.08908,82.882454,92.794876,101.89882,14.047282,90.79775,104.84503
8.0,12.0,66.0,204.0,21.0,28.0,74.0,172.0,68.0,34.0,13.0,90.0,39.0,47.0,38.0,26.0,108.85844,95.96395,83.878975,91.76407,98.02245,9.135591,95.69758,104.83317
15.0,47.0,28.0,23.0,40.0,47.0,74.0,190.0,181.0,91.0,13.0,109.0,11.0,47.0,30.0,31.0,47.68866,122.61586,51.00064,84.11272,65.38777,30.663769,74.16113,104.824905
8.0,47.0,57.0,91.0,32.0,47.0,74.0,118.0,23.0,79.0,31.0,118.0,39.0,18.0,42.0,41.0,114.175934,77.05929,83.6332,86.57122,91.6749,14.187103,90.62291,104.81001
8.0,18.0,38.0,23.0,17.0,28.0,142.0,245.0,159.0,57.0,13.0,118.0,35.0,12.0,5.0,51.0,53.826946,47.222164,86.677795,112.01292,89.63876,26.922009,77.87572,104.79773
8.0,35.0,66.0,0.0,32.0,17.0,96.0,245.0,45.0,23.0,13.0,80.0,11.0,35.0,30.0,36.0,73.19306,94.54892,97.938126,103.42097,96.6935,11.631973,93.15891,104.790886
0.0,47.0,38.0,181.0,51.0,40.0,108.0,136.0,204.0,45.0,31.0,42.0,21.0,41.0,26.0,26.0,100.60326,94.1864,107.698265,98.34827,90.80258,6.4568534,98.32775,104.78461
8.0,47.0,76.0,181.0,17.0,17.0,85.0,82.0,0.0,57.0,19.0,109.0,39.0,12.0,38.0,36.0,115.57173,62.940845,67.97548,73.40508,94.35521,21.85128,82.84967,104.70095
38.0,24.0,85.0,0.0,43.0,47.0,130.0,118.0,113.0,57.0,0.0,90.0,25.0,6.0,26.0,11.0,67.23521,82.58441,96.33632,94.272995,107.10246,15.1897135,89.50627,104.695984
45.0,6.0,85.0,45.0,28.0,43.0,74.0,154.0,113.0,0.0,6.0,118.0,25.0,47.0,9.0,51.0,77.526146,47.70297,93.75488,95.959175,100.48975,21.59459,83.086586,104.681175
38.0,41.0,85.0,45.0,32.0,51.0,153.0,100.0,45.0,57.0,6.0,71.0,25.0,6.0,14.0,31.0,94.58548,81.8687,89.196686,99.37189,108.251434,10.004993,94.65484,104.659836
15.0,0.0,57.0,181.0,17.0,25.0,142.0,118.0,181.0,79.0,6.0,42.0,28.0,18.0,5.0,21.0,52.92299,97.124306,71.8549,98.8221,98.613655,20.728588,83.86759,104.596176
8.0,53.0,0.0,45.0,25.0,28.0,62.0,100.0,136.0,79.0,50.0,109.0,11.0,35.0,34.0,36.0,95.404655,92.71989,83.24515,74.236374,109.95531,13.442066,91.11228,104.55435
8.0,35.0,57.0,91.0,51.0,40.0,153.0,82.0,45.0,91.0,13.0,80.0,42.0,47.0,18.0,51.0,49.389523,41.434643,84.67234,111.293365,89.876526,29.214928,75.333275,104.5482
45.0,6.0,57.0,136.0,40.0,28.0,85.0,154.0,45.0,91.0,0.0,128.0,14.0,6.0,26.0,26.0,79.176,64.386154,75.69122,105.001625,105.7931,18.525822,86.00962,104.535446
60.0,30.0,76.0,68.0,36.0,40.0,85.0,245.0,204.0,91.0,6.0,61.0,35.0,24.0,18.0,51.0,91.99223,50.015503,85.55872,87.21515,105.23464,20.509136,84.00325,104.51239
23.0,30.0,57.0,45.0,43.0,17.0,119.0,100.0,0.0,57.0,0.0,42.0,42.0,6.0,34.0,11.0,94.17433,60.134716,90.00727,88.9314,105.45532,16.761898,87.74061,104.5025
0.0,47.0,85.0,68.0,40.0,51.0,142.0,245.0,181.0,91.0,19.0,90.0,18.0,53.0,14.0,41.0,92.80515,59.223053,95.623405,104.36625,84.245926,17.237123,87.25276,104.48988
45.0,6.0,47.0,181.0,40.0,36.0,51.0,154.0,181.0,79.0,0.0,118.0,35.0,12.0,38.0,26.0,64.491875,78.87495,85.555695,102.51216,105.672676,17.052317,87.42147,104.473785
15.0,6.0,66.0,181.0,25.0,51.0,108.0,245.0,181.0,91.0,6.0,99.0,14.0,0.0,18.0,41.0,75.5071,91.36245,76.55737,102.925575,105.37433,14.10185,90.34537,104.44722
38.0,47.0,57.0,159.0,17.0,28.0,119.0,172.0,136.0,23.0,0.0,71.0,32.0,18.0,22.0,26.0,91.66568,89.61693,97.80129,99.705475,107.61476,7.1275034,97.28082,104.408325
0.0,12.0,85.0,91.0,17.0,40.0,74.0,227.0,204.0,91.0,13.0,80.0,11.0,24.0,14.0,31.0,74.15307,85.84969,86.57502,112.39149,92.8517,14.043935,90.3642,104.408134
23.0,53.0,85.0,113.0,36.0,47.0,74.0,100.0,45.0,102.0,0.0,99.0,21.0,0.0,34.0,16.0,96.937836,87.34149,90.77605,86.83766,110.64358,9.879036,94.50732,104.38635
53.0,18.0,57.0,204.0,36.0,17.0,96.0,136.0,45.0,68.0,0.0,90.0,42.0,0.0,22.0,41.0,73.298775,77.50009,84.419365,99.951355,109.72344,15.404136,88.97861,104.382744
45.0,6.0,38.0,91.0,17.0,51.0,74.0,136.0,68.0,57.0,6.0,109.0,25.0,35.0,26.0,36.0,55.19333,83.9351,86.78454,95.3636,105.841705,18.931719,85.42365,104.35537
15.0,47.0,85.0,68.0,21.0,17.0,96.0,245.0,181.0,91.0,0.0,99.0,42.0,24.0,22.0,6.0,69.933,73.423164,101.83208,86.958435,106.905014,16.49645,87.81034,104.30679
68.0,6.0,57.0,68.0,28.0,32.0,108.0,136.0,91.0,23.0,6.0,42.0,28.0,30.0,38.0,51.0,96.01507,73.76615,91.68817,101.50787,101.364456,11.434748,92.86835,104.30309
8.0,35.0,47.0,68.0,51.0,28.0,85.0,100.0,45.0,11.0,38.0,128.0,14.0,18.0,38.0,46.0,113.12164,66.3292,78.15481,66.02592,95.916016,20.368553,83.909515,104.27807
60.0,41.0,66.0,113.0,25.0,25.0,74.0,100.0,45.0,0.0,0.0,80.0,11.0,12.0,18.0,26.0,71.423615,49.332787,88.911354,94.97353,105.84509,22.156418,82.097275,104.25369
45.0,24.0,0.0,113.0,28.0,36.0,74.0,245.0,68.0,23.0,13.0,109.0,32.0,53.0,34.0,21.0,53.618183,106.53171,92.06723,91.40686,78.07902,19.906986,84.34059,104.247574
53.0,41.0,57.0,0.0,28.0,47.0,74.0,227.0,0.0,79.0,6.0,42.0,11.0,12.0,22.0,31.0,101.33679,96.890495,87.13292,97.96666,104.76531,6.6238437,97.61845,104.24229
45.0,6.0,76.0,68.0,25.0,21.0,108.0,118.0,204.0,0.0,0.0,109.0,25.0,6.0,30.0,36.0,73.477615,25.054148,81.363434,88.58492,103.74297,29.776524,74.444626,104.221146
0.0,12.0,76.0,136.0,40.0,36.0,85.0,172.0,181.0,11.0,50.0,128.0,39.0,30.0,34.0,51.0,106.45208,101.73383,86.19162,80.169586,92.47846,10.812761,93.40511,104.21787
8.0,47.0,57.0,159.0,40.0,28.0,85.0,172.0,45.0,23.0,31.0,42.0,25.0,35.0,42.0,51.0,79.587685,85.10067,100.34545,104.37722,98.42235,10.647566,93.56667,104.21424
53.0,0.0,66.0,68.0,21.0,47.0,62.0,154.0,91.0,23.0,6.0,42.0,18.0,0.0,42.0,6.0,90.137955,95.01556,99.4873,97.28907,107.37848,6.3501244,97.86167,104.21179
8.0,30.0,85.0,68.0,47.0,17.0,153.0,190.0,45.0,79.0,50.0,99.0,14.0,6.0,38.0,51.0,81.95809,-20.494892,70.111336,68.935486,93.37039,45.414097,58.776085,104.190186
8.0,35.0,19.0,91.0,40.0,51.0,96.0,209.0,136.0,23.0,57.0,71.0,32.0,47.0,22.0,16.0,67.63686,110.07442,71.83855,72.896545,101.23042,19.448643,84.73535,104.18399
15.0,35.0,76.0,45.0,47.0,51.0,96.0,154.0,23.0,79.0,6.0,118.0,28.0,24.0,30.0,26.0,85.20031,101.96741,90.14519,94.532364,106.189095,8.53992,95.60687,104.14679
53.0,12.0,76.0,91.0,43.0,40.0,108.0,209.0,0.0,45.0,6.0,61.0,11.0,0.0,42.0,16.0,82.30952,100.3576,81.29133,97.156136,105.25215,10.868863,93.27334,104.142204
45.0,24.0,66.0,204.0,51.0,32.0,85.0,209.0,113.0,34.0,0.0,42.0,28.0,30.0,30.0,41.0,104.19146,88.93275,92.73428,99.80245,102.3662,6.5155807,97.60543,104.12101
23.0,6.0,38.0,136.0,25.0,32.0,153.0,100.0,45.0,79.0,6.0,52.0,21.0,0.0,34.0,16.0,46.089283,91.59325,77.70489,92.7329,102.46334,21.988255,82.11674,104.104996
68.0,35.0,85.0,68.0,40.0,21.0,51.0,82.0,23.0,79.0,6.0,61.0,28.0,0.0,30.0,36.0,81.783905,52.69353,85.086624,93.52505,107.070946,20.057272,84.03201,104.08929
68.0,6.0,85.0,159.0,17.0,21.0,96.0,118.0,136.0,23.0,0.0,71.0,35.0,0.0,38.0,41.0,80.411476,37.67555,83.83749,89.93155,103.98341,24.882889,79.16789,104.05078
8.0,35.0,19.0,91.0,47.0,32.0,85.0,227.0,181.0,102.0,19.0,71.0,11.0,24.0,22.0,51.0,88.892296,102.85901,86.17365,78.1527,105.79786,11.650615,92.37511,104.02572
8.0,35.0,9.0,159.0,25.0,43.0,130.0,172.0,68.0,102.0,57.0,90.0,25.0,18.0,9.0,36.0,92.49499,101.06089,80.900246,65.90477,102.81473,15.385518,88.635124,104.020645
8.0,24.0,47.0,204.0,17.0,51.0,130.0,82.0,159.0,91.0,13.0,80.0,39.0,6.0,22.0,51.0,36.767876,59.413246,83.14696,107.75326,92.608215,28.059944,75.93791,103.997856
30.0,0.0,57.0,136.0,21.0,36.0,153.0,118.0,45.0,23.0,0.0,128.0,35.0,35.0,22.0,46.0,98.75116,91.44147,96.487495,93.241394,107.84108,6.410075,97.55251,103.962585
38.0,0.0,47.0,204.0,25.0,17.0,119.0,136.0,68.0,79.0,0.0,99.0,35.0,53.0,9.0,6.0,52.390846,79.11382,86.7241,89.64519,109.04848,20.54163,83.38448,103.92612
68.0,6.0,47.0,136.0,47.0,28.0,96.0,136.0,91.0,79.0,6.0,52.0,21.0,30.0,9.0,21.0,73.146904,99.48253,67.75307,98.699524,100.2504,16.02236,87.866486,103.88885
8.0,0.0,85.0,23.0,25.0,47.0,74.0,209.0,159.0,57.0,38.0,90.0,21.0,53.0,42.0,46.0,110.38975,79.211586,73.47188,95.693535,88.174255,14.484377,89.3882,103.872574
68.0,47.0,57.0,23.0,40.0,25.0,74.0,245.0,204.0,102.0,6.0,52.0,42.0,6.0,22.0,46.0,98.435295,82.86048,85.98025,91.27334,108.78174,10.399363,93.466225,103.865585
8.0,24.0,28.0,91.0,36.0,40.0,96.0,190.0,136.0,34.0,57.0,109.0,14.0,47.0,5.0,11.0,78.93328,113.1188,71.08348,74.93755,94.527596,17.33216,86.52014,103.8523
15.0,53.0,9.0,136.0,21.0,43.0,96.0,190.0,204.0,0.0,13.0,128.0,39.0,18.0,9.0,6.0,49.747124,103.48583,94.28218,92.33525,70.838646,21.70276,82.13781,103.84057
45.0,12.0,28.0,159.0,25.0,32.0,119.0,154.0,113.0,68.0,0.0,80.0,39.0,30.0,9.0,11.0,92.26545,89.096756,92.34328,94.83122,109.7935,8.155403,95.66605,103.82146
0.0,47.0,38.0,159.0,36.0,32.0,51.0,100.0,159.0,23.0,38.0,71.0,35.0,0.0,14.0,41.0,103.57668,105.31492,88.146645,84.81983,90.23288,9.375423,94.41819,103.79361
8.0,35.0,57.0,0.0,25.0,47.0,96.0,100.0,68.0,68.0,13.0,71.0,21.0,24.0,34.0,6.0,98.672066,78.8685,89.13083,104.3413,97.88429,9.953469,93.779396,103.732864
30.0,12.0,76.0,136.0,28.0,17.0,130.0,82.0,159.0,91.0,6.0,42.0,14.0,0.0,9.0,16.0,49.339058,94.05949,72.738,97.35586,98.645424,21.271528,82.42757,103.6991
68.0,12.0,66.0,23.0,47.0,36.0,96.0,154.0,0.0,0.0,6.0,128.0,18.0,41.0,9.0,11.0,74.02063,61.44661,97.18525,96.377754,101.76036,17.517462,86.15812,103.67558
53.0,6.0,47.0,136.0,36.0,21.0,51.0,82.0,23.0,91.0,0.0,71.0,28.0,35.0,34.0,16.0,56.94843,64.18107,76.34118,103.64923,105.51394,22.340805,81.32677,103.66757
8.0,12.0,9.0,181.0,47.0,36.0,62.0,227.0,45.0,11.0,38.0,80.0,18.0,0.0,5.0,6.0,91.14,101.82901,89.26393,75.3152,103.67449,11.393116,92.24453,103.63765
8.0,18.0,19.0,159.0,32.0,47.0,51.0,209.0,68.0,0.0,25.0,99.0,21.0,41.0,22.0,41.0,88.61584,106.87089,78.61318,93.87148,97.62107,10.495791,93.11849,103.61428
45.0,18.0,66.0,159.0,17.0,25.0,130.0,82.0,0.0,23.0,6.0,42.0,11.0,30.0,38.0,6.0,43.47205,68.90592,82.953735,101.521996,100.29479,24.184412,79.4297,103.61411
38.0,30.0,66.0,136.0,40.0,28.0,153.0,154.0,0.0,91.0,6.0,128.0,18.0,41.0,26.0,46.0,62.13066,58.818153,77.47725,107.28814,101.42749,22.180662,81.42834,103.609
0.0,6.0,85.0,204.0,32.0,47.0,142.0,136.0,159.0,57.0,31.0,42.0,21.0,41.0,26.0,46.0,108.52425,99.09757,81.819405,87.31306,86.98384,10.855935,92.74762,103.60355
8.0,35.0,76.0,181.0,32.0,17.0,96.0,209.0,136.0,34.0,19.0,42.0,42.0,53.0,22.0,41.0,23.874289,60.874115,96.93706,96.65274,84.68783,30.937977,72.60521,103.54318
30.0,12.0,0.0,204.0,32.0,51.0,96.0,82.0,159.0,102.0,13.0,128.0,11.0,24.0,42.0,6.0,16.097559,75.7021,87.646965,99.89539,76.66867,32.327938,71.20213,103.530075
15.0,6.0,0.0,45.0,17.0,36.0,85.0,245.0,113.0,0.0,13.0,80.0,11.0,12.0,30.0,46.0,77.37897,101.55415,91.43849,105.007126,78.67991,12.697657,90.81172,103.50938
0.0,6.0,47.0,0.0,32.0,28.0,130.0,245.0,0.0,91.0,38.0,118.0,11.0,47.0,38.0,21.0,107.71976,92.03416,69.9307,73.41932,95.40866,15.800987,87.702515,103.5035
0.0,0.0,28.0,68.0,43.0,36.0,74.0,118.0,204.0,68.0,25.0,118.0,25.0,12.0,9.0,6.0,79.879326,86.61467,98.077286,83.775024,109.178185,11.98291,91.5049,103.48781
45.0,6.0,38.0,159.0,43.0,47.0,62.0,154.0,136.0,102.0,0.0,61.0,21.0,18.0,5.0,31.0,69.51423,66.512955,80.93633,102.7823,105.84387,18.362333,85.11794,103.48028
8.0,0.0,47.0,23.0,32.0,51.0,119.0,100.0,181.0,0.0,38.0,118.0,32.0,12.0,38.0,46.0,107.356834,96.69754,70.43531,82.308174,90.412834,14.023841,89.44214,103.46598
0.0,24.0,38.0,68.0,25.0,28.0,130.0,245.0,45.0,45.0,31.0,109.0,25.0,53.0,22.0,51.0,97.08182,79.85091,105.41612,96.756195,90.4525,9.489,93.911514,103.40051
8.0,24.0,57.0,68.0,36.0,36.0,96.0,118.0,181.0,45.0,38.0,118.0,32.0,18.0,38.0,41.0,117.03661,63.70046,68.31712,67.720894,88.47523,22.310133,81.050064,103.3602
30.0,6.0,0.0,23.0,51.0,36.0,153.0,245.0,45.0,23.0,13.0,80.0,42.0,12.0,22.0,26.0,52.04187,102.60822,91.51097,94.00266,77.788216,19.759829,83.590385,103.35021
0.0,24.0,57.0,68.0,40.0,47.0,62.0,172.0,159.0,102.0,50.0,52.0,18.0,18.0,38.0,41.0,109.29876,51.14948,66.38239,77.33279,96.39799,23.195658,80.11228,103.30794
23.0,41.0,85.0,0.0,47.0,43.0,153.0,227.0,0.0,45.0,6.0,118.0,32.0,30.0,30.0,41.0,93.25876,94.9286,93.51968,91.19059,108.59853,7.003929,96.29923,103.30316
53.0,12.0,28.0,91.0,43.0,51.0,119.0,154.0,136.0,102.0,0.0,42.0,42.0,24.0,34.0,46.0,86.2413,88.89763,86.65513,103.38821,104.684616,9.253035,93.97337,103.22641
53.0,6.0,85.0,45.0,25.0,32.0,130.0,227.0,45.0,23.0,6.0,71.0,18.0,30.0,38.0,46.0,96.67183,68.35983,81.41419,89.159676,106.99074,14.705054,88.51925,103.224304
53.0,12.0,57.0,45.0,51.0,32.0,74.0,82.0,136.0,68.0,6.0,90.0,25.0,53.0,38.0,6.0,87.78529,73.3685,95.78374,93.457184,105.89721,11.955323,91.258385,103.21371
45.0,0.0,19.0,159.0,28.0,21.0,119.0,82.0,68.0,57.0,0.0,61.0,25.0,30.0,5.0,36.0,86.3949,67.22733,74.8458,98.327415,107.22501,16.402885,86.80409,103.20698
0.0,53.0,66.0,204.0,40.0,25.0,153.0,100.0,91.0,57.0,57.0,109.0,35.0,18.0,30.0,36.0,110.90009,73.11394,86.25088,82.295815,92.80374,14.132646,89.07289,103.205536
68.0,0.0,47.0,0.0,47.0,32.0,153.0,172.0,23.0,79.0,0.0,80.0,18.0,0.0,22.0,41.0,78.6869,87.62897,92.22308,98.19792,106.56113,10.543478,92.6596,103.20308
15.0,6.0,9.0,181.0,25.0,28.0,130.0,245.0,68.0,11.0,13.0,99.0,42.0,41.0,38.0,51.0,84.09229,77.75029,104.33045,103.07111,87.71231,11.797535,91.39129,103.18883
38.0,30.0,57.0,68.0,28.0,28.0,142.0,209.0,23.0,91.0,0.0,52.0,28.0,47.0,14.0,11.0,98.18462,97.88612,71.61986,83.03614,101.54732,12.726058,90.45481,103.18087
8.0,35.0,19.0,204.0,28.0,40.0,74.0,154.0,113.0,102.0,50.0,42.0,14.0,0.0,14.0,41.0,96.94461,95.88744,80.731865,85.65146,106.2612,10.052606,93.09532,103.14793
8.0,47.0,76.0,159.0,21.0,21.0,130.0,82.0,45.0,34.0,19.0,128.0,18.0,6.0,38.0,31.0,110.04722,59.04816,74.83522,68.12635,97.47623,21.19384,81.90663,103.10047
30.0,24.0,47.0,0.0,43.0,25.0,153.0,190.0,45.0,102.0,0.0,52.0,11.0,41.0,42.0,21.0,95.008896,93.85387,87.31446,97.29824,106.68903,7.0171614,96.0329,103.05006
8.0,53.0,85.0,23.0,28.0,40.0,108.0,190.0,91.0,0.0,13.0,90.0,25.0,12.0,30.0,6.0,99.91396,105.59585,95.173004,97.46493,96.577225,4.0987067,98.94499,103.0437
68.0,18.0,47.0,0.0,36.0,43.0,142.0,190.0,91.0,91.0,6.0,42.0,35.0,18.0,34.0,46.0,82.461,81.72483,92.00643,100.35141,105.6073,10.613093,92.43019,103.04328
30.0,35.0,76.0,113.0,47.0,40.0,85.0,245.0,0.0,68.0,6.0,99.0,39.0,12.0,22.0,51.0,86.22698,91.60947,93.19299,92.48307,108.91662,8.520741,94.485825,103.00657
0.0,53.0,47.0,159.0,43.0,25.0,96.0,227.0,159.0,79.0,25.0,109.0,32.0,18.0,5.0,46.0,104.15367,71.87703,96.50952,91.24847,91.585434,11.931454,91.07483,103.00629
38.0,35.0,57.0,0.0,47.0,32.0,130.0,82.0,136.0,91.0,6.0,42.0,21.0,53.0,5.0,21.0,101.664986,98.990616,103.90545,99.77055,101.17306,1.898158,101.10094,102.99909
38.0,47.0,85.0,0.0,47.0,43.0,96.0,100.0,23.0,68.0,6.0,71.0,25.0,30.0,30.0,6.0,71.9334,51.760376,93.46829,95.38986,100.1996,20.348787,82.55031,102.89909
8.0,18.0,28.0,204.0,36.0,32.0,130.0,245.0,91.0,0.0,38.0,80.0,28.0,18.0,9.0,31.0,84.79615,108.08294,85.78901,81.24679,98.3916,11.236585,91.6613,102.89789
8.0,53.0,38.0,204.0,32.0,36.0,74.0,227.0,68.0,11.0,31.0,71.0,21.0,47.0,42.0,36.0,108.190636,96.29302,84.654686,88.86002,91.02903,9.069507,93.80547,102.87498
8.0,6.0,19.0,181.0,43.0,36.0,51.0,227.0,45.0,68.0,44.0,42.0,21.0,53.0,5.0,51.0,98.6423,92.874306,97.08661,97.929344,105.32757,4.486809,98.372025,102.85883
8.0,47.0,38.0,91.0,47.0,43.0,142.0,245.0,0.0,57.0,13.0,128.0,14.0,47.0,22.0,26.0,64.285645,92.43562,91.43606,103.78973,89.47027,14.533816,88.28346,102.817276
15.0,6.0,66.0,113.0,17.0,28.0,119.0,100.0,204.0,23.0,0.0,61.0,28.0,53.0,42.0,51.0,70.85,46.133343,77.80652,97.94467,104.80285,23.299486,79.50748,102.80696
8.0,24.0,28.0,45.0,40.0,51.0,153.0,172.0,68.0,79.0,38.0,118.0,39.0,12.0,22.0,6.0,84.94805,109.31176,65.68553,70.7595,94.55532,17.735527,85.05203,102.78756
8.0,53.0,19.0,91.0,32.0,21.0,142.0,245.0,45.0,34.0,25.0,118.0,18.0,12.0,14.0,26.0,87.831795,104.150986,75.67597,72.51959,101.44748,14.428387,88.325165,102.753555
23.0,18.0,57.0,181.0,40.0,17.0,153.0,136.0,23.0,68.0,0.0,118.0,42.0,47.0,38.0,46.0,50.669426,82.670746,79.889854,96.131744,103.22783,20.220615,82.51792,102.73854
0.0,30.0,57.0,136.0,17.0,36.0,153.0,245.0,204.0,34.0,13.0,52.0,42.0,41.0,22.0,36.0,80.79038,88.93127,95.021706,105.78812,96.66373,9.296661,93.43904,102.7357
23.0,47.0,76.0,113.0,21.0,36.0,142.0,190.0,204.0,45.0,0.0,128.0,25.0,47.0,34.0,11.0,106.25548,79.93021,76.75176,76.945984,101.46779,14.388488,88.27024,102.65873
38.0,53.0,85.0,159.0,32.0,28.0,51.0,227.0,159.0,91.0,0.0,71.0,35.0,47.0,14.0,31.0,90.22133,53.101402,75.126816,92.010315,104.28719,19.636562,82.94941,102.58597
23.0,41.0,85.0,113.0,40.0,51.0,119.0,227.0,45.0,68.0,0.0,99.0,42.0,12.0,38.0,6.0,81.886856,97.457184,87.42408,85.222046,107.80343,10.590988,91.958725,102.54971
8.0,24.0,76.0,23.0,36.0,25.0,62.0,136.0,181.0,0.0,13.0,61.0,28.0,6.0,34.0,31.0,54.937572,88.30126,92.22389,95.58988,95.4661,17.234095,85.30374,102.537834
8.0,35.0,57.0,113.0,47.0,21.0,85.0,190.0,136.0,23.0,13.0,61.0,11.0,47.0,30.0,11.0,68.719986,94.467766,86.3788,101.07402,97.49835,12.884871,89.627785,102.51266
0.0,0.0,28.0,136.0,40.0,47.0,108.0,209.0,91.0,34.0,57.0,109.0,21.0,47.0,22.0,41.0,67.1448,80.5423,92.58361,83.06423,109.897095,15.86072,86.64641,102.507126
8.0,6.0,9.0,113.0,36.0,43.0,130.0,82.0,23.0,91.0,19.0,42.0,35.0,47.0,22.0,51.0,90.48744,92.920135,96.85989,90.8545,107.06204,6.870201,95.636795,102.506996
60.0,41.0,66.0,159.0,51.0,25.0,108.0,190.0,0.0,45.0,6.0,71.0,25.0,47.0,14.0,6.0,73.68115,35.58764,74.24259,95.72523,102.51468,26.139643,76.35026,102.4899
68.0,6.0,76.0,0.0,21.0,43.0,74.0,118.0,136.0,0.0,6.0,99.0,25.0,30.0,42.0,41.0,70.70061,41.32499,86.465004,95.52095,99.772095,23.70727,78.75673,102.464
23.0,53.0,66.0,0.0,25.0,40.0,119.0,136.0,181.0,23.0,0.0,109.0,14.0,30.0,22.0,46.0,78.64921,75.46354,96.7948,94.46276,104.62519,12.451214,89.9991,102.45032
8.0,18.0,66.0,68.0,47.0,47.0,96.0,245.0,113.0,91.0,19.0,80.0,21.0,30.0,38.0,26.0,108.480034,24.669453,59.81068,73.62326,88.002235,31.513475,70.91713,102.4306
68.0,30.0,0.0,204.0,43.0,32.0,153.0,245.0,0.0,57.0,50.0,42.0,42.0,47.0,34.0,6.0,23.44,101.70272,80.47146,84.54477,74.554756,29.45991,72.94273,102.40264
45.0,47.0,76.0,159.0,51.0,25.0,96.0,154.0,204.0,45.0,0.0,71.0,42.0,30.0,9.0,46.0,58.247684,2.7415295,69.056564,91.654106,99.31913,38.155083,64.203804,102.35889
45.0,18.0,76.0,68.0,40.0,43.0,119.0,190.0,113.0,79.0,0.0,71.0,14.0,0.0,9.0,16.0,86.74526,38.97184,71.417656,84.81382,105.76233,24.794813,77.54218,102.337
