(NH4)2SO4,Triton X-100,Glycine,CSL-P,NaCl,K2HPO4,Tryptone,YE,Methionine,Cysteine,NH4OAc,Glycerol,Na2S2O3,ZnSO4·7H2O,MgSO4·7H2O,FAC,pred_titer_0,pred_titer_1,pred_titer_2,pred_titer_3,pred_titer_4,regressors_std,mean_vote,UCB
45.0,0.0,47.0,113.0,17.0,32.0,153.0,118.0,45.0,11.0,44.0,42.0,25.0,47.0,30.0,11.0,-17.284798,39.426163,42.68891,72.51935,65.2345,35.291855,40.516823,75.80868
38.0,53.0,0.0,23.0,43.0,36.0,62.0,227.0,136.0,34.0,38.0,71.0,35.0,24.0,26.0,26.0,46.934917,81.25361,60.75488,57.615253,68.47996,12.799871,63.00772,75.807594
38.0,30.0,0.0,45.0,28.0,21.0,85.0,209.0,91.0,45.0,44.0,52.0,28.0,35.0,26.0,6.0,25.76297,80.91441,43.85743,59.623905,64.09275,20.943163,54.850292,75.79346
8.0,24.0,66.0,113.0,28.0,28.0,119.0,245.0,113.0,23.0,25.0,109.0,25.0,35.0,30.0,31.0,61.570187,29.432152,54.825275,63.502728,79.06519,18.113907,57.679108,75.793015
53.0,41.0,19.0,45.0,21.0,43.0,51.0,154.0,68.0,0.0,19.0,42.0,28.0,24.0,38.0,36.0,26.689018,32.974766,55.415207,75.514496,74.55942,22.753117,53.03058,75.78369
8.0,18.0,66.0,136.0,36.0,21.0,108.0,227.0,181.0,11.0,31.0,109.0,42.0,18.0,34.0,36.0,61.926003,34.024685,51.400703,62.700253,81.67318,17.433422,58.344963,75.77838
38.0,35.0,9.0,23.0,51.0,32.0,85.0,190.0,23.0,45.0,44.0,90.0,32.0,12.0,42.0,41.0,42.677696,47.374763,72.6382,68.298294,73.84765,14.791243,60.967323,75.75857
0.0,30.0,57.0,159.0,40.0,32.0,130.0,209.0,23.0,102.0,38.0,52.0,28.0,6.0,18.0,21.0,67.427925,40.44336,54.534332,61.00708,80.606674,14.915831,60.80387,75.7197
38.0,35.0,47.0,0.0,51.0,32.0,142.0,154.0,136.0,45.0,31.0,90.0,32.0,53.0,42.0,6.0,35.67287,40.947758,73.764496,70.7386,67.603035,17.971958,57.745354,75.717316
23.0,24.0,57.0,136.0,40.0,25.0,153.0,100.0,68.0,68.0,13.0,52.0,28.0,18.0,42.0,26.0,13.133569,43.332397,50.505207,76.62273,69.836426,25.018723,50.686066,75.70479
45.0,30.0,57.0,45.0,28.0,21.0,153.0,136.0,204.0,102.0,13.0,42.0,14.0,30.0,5.0,26.0,-8.421683,11.47815,44.331673,82.62008,62.941082,37.113815,38.58986,75.703674
68.0,30.0,0.0,91.0,43.0,17.0,51.0,190.0,45.0,23.0,31.0,42.0,14.0,41.0,34.0,31.0,26.110224,60.363396,50.99686,76.5299,67.70175,19.33454,56.340424,75.674965
60.0,0.0,19.0,68.0,28.0,51.0,119.0,245.0,91.0,11.0,19.0,42.0,11.0,30.0,34.0,46.0,30.686914,56.41349,49.074326,78.798096,69.87212,18.684101,56.968987,75.65309
15.0,41.0,28.0,0.0,17.0,51.0,74.0,82.0,23.0,91.0,50.0,109.0,11.0,35.0,42.0,46.0,48.424374,72.9935,60.846233,76.53841,63.995464,11.057524,64.55959,75.61712
38.0,0.0,85.0,23.0,47.0,21.0,96.0,245.0,181.0,34.0,31.0,42.0,18.0,35.0,26.0,16.0,8.192878,51.723785,48.428455,76.279396,64.5517,25.76577,49.835243,75.60101
8.0,12.0,85.0,204.0,47.0,25.0,96.0,227.0,136.0,11.0,19.0,52.0,14.0,0.0,18.0,31.0,10.291736,11.584316,50.4035,70.59055,76.74161,31.650705,43.922344,75.57305
45.0,24.0,38.0,23.0,21.0,51.0,85.0,172.0,91.0,79.0,13.0,118.0,32.0,18.0,42.0,51.0,33.54495,22.087873,52.720127,79.96486,69.260376,24.05527,51.515636,75.57091
15.0,12.0,9.0,136.0,40.0,36.0,96.0,227.0,159.0,91.0,38.0,80.0,32.0,30.0,38.0,11.0,59.334938,73.70965,64.80243,58.597324,78.028046,8.671346,66.89448,75.56583
30.0,41.0,47.0,23.0,40.0,25.0,108.0,154.0,159.0,11.0,13.0,128.0,42.0,18.0,14.0,46.0,1.1419319,20.924547,52.999866,78.36662,64.91875,31.89202,43.67034,75.56236
23.0,18.0,28.0,136.0,51.0,32.0,62.0,209.0,113.0,11.0,50.0,42.0,11.0,41.0,26.0,36.0,16.419092,58.08553,53.28495,74.77235,64.36833,22.173382,53.386047,75.55943
60.0,0.0,0.0,45.0,25.0,17.0,153.0,209.0,136.0,45.0,38.0,90.0,21.0,6.0,34.0,31.0,49.00247,84.71771,41.18793,56.997944,62.914986,16.567665,58.96421,75.531876
60.0,47.0,0.0,23.0,17.0,51.0,153.0,245.0,159.0,34.0,25.0,118.0,18.0,53.0,5.0,26.0,54.53368,68.33386,60.387333,79.918236,66.857216,9.52467,66.00606,75.53073
38.0,18.0,38.0,68.0,36.0,28.0,108.0,190.0,113.0,0.0,13.0,99.0,35.0,6.0,26.0,21.0,42.05837,19.425749,59.719334,77.04818,66.2731,22.619373,52.904945,75.52432
15.0,30.0,38.0,91.0,51.0,36.0,62.0,209.0,136.0,45.0,13.0,80.0,42.0,18.0,14.0,41.0,32.07715,10.709996,48.401985,82.48285,64.55653,27.869343,47.645702,75.515045
60.0,53.0,28.0,91.0,43.0,40.0,96.0,245.0,204.0,57.0,13.0,71.0,18.0,30.0,18.0,41.0,39.59901,67.9583,51.898697,78.04312,65.13031,14.963769,60.52589,75.48966
68.0,12.0,47.0,23.0,36.0,47.0,153.0,227.0,0.0,68.0,13.0,71.0,39.0,24.0,38.0,21.0,47.762657,17.475153,48.272095,71.6673,75.72417,23.3093,52.180275,75.48958
38.0,47.0,28.0,136.0,47.0,28.0,130.0,118.0,0.0,57.0,13.0,90.0,14.0,6.0,38.0,16.0,22.705616,28.009302,54.698544,74.87861,73.7367,24.646402,50.805756,75.452156
15.0,35.0,9.0,136.0,47.0,36.0,51.0,209.0,23.0,0.0,31.0,118.0,11.0,6.0,9.0,51.0,44.461765,48.708546,76.01142,71.53645,66.31406,14.038927,61.406445,75.44537
23.0,41.0,9.0,113.0,43.0,21.0,96.0,82.0,136.0,102.0,13.0,80.0,35.0,6.0,9.0,16.0,-7.341151,15.414953,49.03321,78.21751,64.94395,35.390575,40.05369,75.44427
23.0,47.0,9.0,91.0,32.0,43.0,96.0,154.0,68.0,0.0,57.0,99.0,21.0,24.0,38.0,6.0,1.539305,-7.611574,66.555115,58.853886,69.69552,37.63142,37.80645,75.43787
8.0,0.0,57.0,45.0,21.0,25.0,142.0,227.0,204.0,11.0,38.0,128.0,25.0,0.0,22.0,51.0,14.357509,4.173443,52.340782,70.582794,74.38266,32.25169,43.16744,75.41913
38.0,41.0,57.0,136.0,47.0,17.0,142.0,245.0,113.0,0.0,25.0,128.0,14.0,0.0,38.0,36.0,26.278606,23.609905,63.364933,69.44276,73.1888,24.220741,51.177,75.397736
8.0,0.0,76.0,91.0,28.0,51.0,153.0,82.0,23.0,68.0,19.0,90.0,39.0,41.0,26.0,11.0,65.86725,67.76903,38.865597,64.460686,73.143036,13.357188,62.02112,75.3783
45.0,30.0,47.0,204.0,47.0,43.0,119.0,245.0,91.0,11.0,19.0,42.0,11.0,47.0,34.0,11.0,44.092464,65.14889,63.505047,74.72916,70.48045,11.7702,63.591198,75.3614
23.0,18.0,0.0,181.0,17.0,17.0,85.0,209.0,0.0,0.0,19.0,71.0,18.0,12.0,38.0,31.0,59.27974,54.492996,64.48283,77.260994,73.58432,9.539983,65.820175,75.36016
15.0,18.0,19.0,136.0,40.0,28.0,96.0,172.0,136.0,45.0,31.0,42.0,25.0,0.0,34.0,51.0,49.328136,77.54291,55.061096,70.9929,66.1723,11.532936,63.81947,75.3524
30.0,30.0,57.0,113.0,43.0,25.0,142.0,245.0,159.0,23.0,13.0,99.0,42.0,18.0,22.0,46.0,10.768181,8.636126,52.725483,75.6725,69.34608,31.918005,43.429676,75.34768
15.0,24.0,76.0,159.0,40.0,28.0,74.0,245.0,0.0,102.0,13.0,109.0,42.0,6.0,22.0,31.0,-6.954224,-3.03378,49.411766,72.70255,70.027885,38.899303,36.43084,75.33014
53.0,24.0,9.0,23.0,25.0,32.0,153.0,82.0,68.0,57.0,13.0,52.0,21.0,30.0,30.0,46.0,8.982848,15.509668,51.505554,77.84343,68.18609,30.918262,44.405518,75.32378
15.0,41.0,57.0,204.0,40.0,40.0,74.0,154.0,45.0,91.0,13.0,71.0,35.0,35.0,30.0,21.0,15.402474,57.25231,37.696598,79.12338,63.739605,24.677116,50.642876,75.31999
23.0,6.0,57.0,159.0,21.0,51.0,142.0,227.0,91.0,68.0,38.0,52.0,21.0,18.0,42.0,16.0,39.5993,76.97534,39.160694,65.603355,68.12249,17.41972,57.892235,75.31195
23.0,18.0,47.0,0.0,25.0,21.0,96.0,118.0,23.0,79.0,13.0,52.0,42.0,53.0,38.0,51.0,47.33792,31.266106,62.124683,72.189255,73.71062,17.967186,57.32572,75.29291
15.0,6.0,47.0,113.0,40.0,40.0,142.0,154.0,159.0,34.0,13.0,71.0,32.0,30.0,18.0,21.0,17.934826,47.7414,38.91006,84.77258,61.90192,25.033646,50.25216,75.285805
15.0,53.0,47.0,204.0,40.0,21.0,62.0,100.0,23.0,0.0,13.0,118.0,32.0,41.0,9.0,16.0,20.863207,51.585487,53.221855,79.90518,63.067654,21.54887,53.728676,75.27754
68.0,30.0,28.0,181.0,32.0,28.0,51.0,209.0,23.0,91.0,25.0,99.0,32.0,0.0,42.0,6.0,44.99708,70.554115,63.097866,72.44995,69.20024,11.2172575,64.05985,75.27711
8.0,12.0,38.0,68.0,25.0,32.0,153.0,100.0,204.0,34.0,25.0,128.0,35.0,47.0,22.0,51.0,41.87268,61.3961,61.103016,74.25057,72.8306,12.97338,62.290596,75.26398
45.0,41.0,57.0,159.0,43.0,25.0,62.0,245.0,0.0,34.0,25.0,42.0,25.0,18.0,38.0,26.0,37.4195,44.960876,51.9019,76.56328,75.7295,17.93981,57.31501,75.25482
60.0,35.0,0.0,23.0,40.0,43.0,96.0,154.0,204.0,23.0,19.0,80.0,21.0,30.0,42.0,36.0,32.05555,46.15427,70.93547,66.41954,72.19089,17.69198,57.551147,75.243126
15.0,47.0,0.0,68.0,21.0,36.0,62.0,118.0,45.0,68.0,31.0,118.0,14.0,41.0,34.0,16.0,40.16493,89.045876,38.23402,48.621006,56.94142,20.639559,54.60145,75.24101
30.0,47.0,85.0,159.0,21.0,17.0,51.0,100.0,159.0,0.0,44.0,118.0,14.0,12.0,42.0,26.0,-4.705167,21.07851,46.490402,81.72395,61.8052,33.937004,41.278584,75.21559
15.0,53.0,19.0,204.0,36.0,17.0,62.0,154.0,68.0,79.0,25.0,118.0,21.0,0.0,42.0,21.0,56.463165,81.706924,58.895973,61.786823,66.95498,10.040841,65.161575,75.202415
30.0,53.0,19.0,113.0,21.0,51.0,74.0,172.0,91.0,68.0,13.0,128.0,14.0,24.0,38.0,36.0,27.813025,61.61525,45.271408,75.24845,69.45335,19.316853,55.88029,75.19714
45.0,41.0,28.0,204.0,17.0,28.0,62.0,190.0,204.0,79.0,13.0,118.0,14.0,47.0,38.0,31.0,70.28296,34.3884,52.08996,66.15964,72.929535,16.015089,59.170097,75.18519
30.0,41.0,66.0,159.0,32.0,21.0,108.0,154.0,136.0,34.0,19.0,80.0,25.0,6.0,42.0,6.0,11.801641,37.76743,63.538765,65.72538,71.76076,25.0639,50.118797,75.18269
23.0,30.0,85.0,23.0,51.0,51.0,142.0,227.0,113.0,57.0,13.0,61.0,42.0,12.0,42.0,41.0,47.868,43.94357,60.52602,76.16052,74.0107,14.675442,60.50176,75.1772
15.0,35.0,47.0,159.0,43.0,21.0,74.0,118.0,204.0,0.0,44.0,42.0,11.0,12.0,38.0,31.0,26.374975,-1.3874118,49.853096,72.01085,71.739334,31.458698,43.718166,75.176865
68.0,6.0,0.0,113.0,36.0,43.0,153.0,245.0,204.0,11.0,31.0,118.0,25.0,18.0,22.0,31.0,47.22829,79.60703,56.68823,63.258686,68.25928,12.166608,63.0083,75.17491
30.0,53.0,66.0,91.0,36.0,17.0,51.0,245.0,159.0,0.0,38.0,80.0,25.0,0.0,34.0,11.0,5.638707,35.32098,63.322124,68.911896,66.46076,27.240078,47.930897,75.170975
53.0,30.0,0.0,113.0,40.0,43.0,108.0,136.0,204.0,57.0,13.0,109.0,25.0,30.0,5.0,21.0,6.607646,24.302855,48.356617,80.07119,66.408066,30.007473,45.149277,75.15675
60.0,35.0,0.0,45.0,21.0,36.0,153.0,245.0,45.0,79.0,57.0,80.0,21.0,41.0,30.0,21.0,15.944295,70.217384,53.99492,62.09077,64.80253,21.746578,53.40998,75.156555
30.0,41.0,66.0,0.0,17.0,43.0,62.0,245.0,23.0,0.0,19.0,90.0,21.0,18.0,30.0,21.0,21.741724,62.967415,52.84791,70.904015,67.64418,19.917284,55.221046,75.13833
23.0,30.0,85.0,159.0,21.0,43.0,130.0,100.0,159.0,0.0,19.0,42.0,28.0,35.0,38.0,41.0,22.63064,19.956228,57.70591,73.32382,71.663345,26.076506,49.055992,75.1325
23.0,47.0,57.0,159.0,17.0,43.0,130.0,190.0,0.0,45.0,13.0,128.0,21.0,53.0,38.0,41.0,56.362244,28.641527,60.024906,67.04807,75.27034,17.659468,57.46942,75.12889
45.0,24.0,57.0,204.0,28.0,28.0,85.0,172.0,136.0,23.0,19.0,42.0,21.0,53.0,34.0,26.0,14.89282,52.06279,59.095787,72.59644,64.79501,22.43241,52.688576,75.12099
45.0,12.0,57.0,181.0,17.0,32.0,51.0,227.0,113.0,0.0,57.0,90.0,25.0,53.0,18.0,6.0,22.676119,46.22857,57.65538,78.620186,64.88892,21.09303,54.013836,75.106865
15.0,0.0,28.0,181.0,43.0,36.0,51.0,245.0,204.0,79.0,44.0,42.0,11.0,47.0,38.0,36.0,54.69256,68.00073,53.803448,76.32957,71.76647,10.182357,64.91856,75.100914
23.0,6.0,57.0,91.0,51.0,28.0,130.0,227.0,0.0,91.0,31.0,42.0,35.0,53.0,5.0,6.0,12.791769,39.086998,54.740147,75.05895,68.66334,25.011312,50.068237,75.07955
45.0,53.0,9.0,204.0,36.0,43.0,108.0,245.0,91.0,11.0,57.0,42.0,25.0,30.0,22.0,51.0,38.929775,57.644505,64.870285,72.31798,72.30424,13.865317,61.213356,75.078674
23.0,24.0,57.0,181.0,51.0,28.0,153.0,100.0,181.0,57.0,13.0,52.0,25.0,41.0,42.0,31.0,12.152255,23.522453,52.576103,75.286896,70.970245,28.157265,46.90159,75.05885
53.0,47.0,85.0,159.0,17.0,47.0,130.0,154.0,136.0,79.0,25.0,42.0,42.0,0.0,30.0,11.0,-12.441883,22.400633,53.264534,71.51831,65.6723,34.958096,40.08278,75.04088
8.0,0.0,57.0,159.0,21.0,17.0,153.0,100.0,159.0,102.0,38.0,90.0,14.0,0.0,26.0,51.0,36.125362,24.978785,46.477535,76.10071,75.57523,23.179588,51.851524,75.03111
15.0,47.0,19.0,0.0,32.0,40.0,51.0,172.0,45.0,102.0,50.0,128.0,32.0,18.0,42.0,16.0,34.05137,69.7725,55.754883,73.095856,64.35415,15.616886,59.40575,75.02264
45.0,41.0,66.0,0.0,36.0,32.0,119.0,209.0,68.0,102.0,19.0,52.0,32.0,24.0,42.0,6.0,43.433353,74.66845,58.192616,66.443756,70.50679,12.34618,62.648994,74.99518
60.0,41.0,28.0,136.0,32.0,43.0,96.0,227.0,204.0,11.0,44.0,42.0,32.0,41.0,26.0,31.0,16.531591,65.91212,45.66863,66.67256,68.77117,22.28042,52.711212,74.99163
53.0,41.0,0.0,113.0,40.0,40.0,74.0,209.0,159.0,11.0,25.0,118.0,35.0,30.0,22.0,21.0,44.077335,82.27741,41.87143,57.632294,65.890236,16.62185,58.349743,74.97159
0.0,0.0,57.0,23.0,43.0,43.0,142.0,245.0,91.0,45.0,25.0,90.0,14.0,41.0,5.0,21.0,42.156384,47.582077,63.0239,73.30717,74.74509,14.799569,60.16292,74.962494
15.0,12.0,38.0,181.0,21.0,28.0,153.0,118.0,204.0,45.0,13.0,118.0,35.0,12.0,34.0,36.0,16.247074,17.42103,43.399567,84.71298,64.29963,29.74582,45.216057,74.961876
38.0,18.0,85.0,113.0,28.0,40.0,153.0,227.0,45.0,34.0,13.0,42.0,35.0,12.0,22.0,46.0,36.968143,34.289837,53.892715,79.71257,70.0959,19.961725,54.991833,74.95356
38.0,6.0,66.0,91.0,28.0,47.0,142.0,100.0,181.0,0.0,25.0,42.0,11.0,53.0,26.0,36.0,8.739875,30.988113,55.90831,78.87117,62.247986,27.60087,47.351093,74.951965
30.0,18.0,9.0,181.0,21.0,32.0,85.0,245.0,136.0,68.0,38.0,52.0,21.0,24.0,34.0,21.0,41.794144,81.020874,56.640335,56.08576,66.62995,14.516822,60.43421,74.951035
38.0,41.0,0.0,113.0,51.0,21.0,130.0,227.0,159.0,68.0,38.0,71.0,25.0,12.0,38.0,21.0,55.69462,74.95444,61.346447,56.67551,76.289566,9.947117,64.99211,74.939224
45.0,35.0,85.0,68.0,36.0,32.0,142.0,245.0,23.0,0.0,13.0,52.0,14.0,24.0,5.0,51.0,34.570057,52.38368,53.051624,79.6742,68.748314,17.2467,57.685577,74.93228
68.0,18.0,38.0,68.0,32.0,43.0,119.0,209.0,136.0,79.0,13.0,118.0,35.0,18.0,42.0,26.0,44.932316,39.4527,51.041805,80.197205,71.26583,17.535297,57.37797,74.91327
15.0,41.0,85.0,136.0,47.0,36.0,108.0,245.0,136.0,57.0,13.0,52.0,14.0,41.0,34.0,46.0,19.232244,32.32983,54.839222,76.64156,69.633224,24.372688,50.535213,74.9079
15.0,12.0,76.0,136.0,43.0,21.0,51.0,190.0,136.0,57.0,38.0,42.0,18.0,24.0,42.0,16.0,21.989927,51.339493,53.72582,75.900116,68.10681,20.677221,54.212433,74.889656
8.0,24.0,47.0,159.0,36.0,28.0,85.0,245.0,113.0,11.0,31.0,109.0,25.0,35.0,5.0,36.0,45.959583,18.77191,57.45156,70.64376,72.099106,21.89191,52.98518,74.87709
15.0,18.0,38.0,45.0,40.0,43.0,142.0,209.0,0.0,34.0,13.0,71.0,39.0,6.0,14.0,46.0,25.558538,22.760546,55.206516,80.73952,64.51332,25.108448,49.755688,74.864136
23.0,12.0,0.0,204.0,51.0,47.0,51.0,209.0,23.0,45.0,50.0,118.0,25.0,35.0,30.0,6.0,17.194221,67.71931,51.01759,67.217285,64.196236,21.383575,53.468925,74.8525
8.0,53.0,76.0,0.0,32.0,21.0,142.0,154.0,159.0,23.0,25.0,61.0,32.0,24.0,14.0,21.0,-12.435612,29.024977,47.59935,66.40756,72.54582,34.213703,40.62842,74.842125
45.0,53.0,9.0,136.0,32.0,40.0,74.0,118.0,0.0,57.0,38.0,52.0,28.0,53.0,42.0,46.0,35.343437,68.41217,63.701015,66.2702,69.114426,14.258172,60.56825,74.82642
15.0,47.0,57.0,113.0,43.0,43.0,142.0,100.0,68.0,91.0,38.0,52.0,18.0,53.0,42.0,51.0,39.728302,64.59005,65.84071,72.94943,66.77893,12.847312,61.977486,74.8248
68.0,47.0,47.0,159.0,36.0,40.0,74.0,245.0,45.0,79.0,13.0,52.0,14.0,6.0,18.0,11.0,33.890926,65.832085,45.588882,73.78912,69.34154,17.132328,57.688515,74.82085
30.0,0.0,0.0,136.0,32.0,32.0,108.0,154.0,159.0,57.0,13.0,71.0,14.0,6.0,14.0,21.0,13.934046,46.886272,51.368164,76.62798,66.0527,23.8449,50.973835,74.81873
15.0,0.0,19.0,113.0,32.0,40.0,62.0,190.0,159.0,102.0,25.0,99.0,35.0,41.0,38.0,11.0,58.414494,76.45448,29.358631,57.04301,65.57572,17.44553,57.36927,74.814804
8.0,18.0,38.0,204.0,43.0,28.0,62.0,82.0,113.0,34.0,50.0,118.0,39.0,53.0,18.0,11.0,33.815067,16.580683,57.527073,68.957054,74.62747,24.499426,50.30147,74.800896
45.0,18.0,9.0,91.0,25.0,32.0,85.0,227.0,45.0,23.0,25.0,80.0,18.0,53.0,26.0,11.0,45.3679,79.79563,61.05408,58.19549,66.769325,12.56132,62.23649,74.797806
68.0,41.0,0.0,136.0,28.0,32.0,119.0,136.0,204.0,102.0,50.0,52.0,39.0,12.0,42.0,6.0,8.349536,43.504597,56.51886,70.49872,68.211136,25.34555,49.41657,74.762115
60.0,41.0,66.0,113.0,36.0,32.0,142.0,154.0,0.0,0.0,25.0,61.0,14.0,0.0,42.0,51.0,15.951265,56.009804,55.90816,72.26391,64.717064,21.785938,52.970043,74.75598
23.0,0.0,38.0,204.0,40.0,40.0,62.0,227.0,0.0,34.0,13.0,42.0,28.0,18.0,5.0,36.0,43.544212,44.780525,52.381912,79.42941,71.91249,16.334206,58.40971,74.74391
60.0,41.0,19.0,45.0,17.0,28.0,51.0,209.0,23.0,0.0,50.0,52.0,32.0,53.0,14.0,16.0,28.087301,60.506313,50.363354,76.73939,65.84736,18.424261,56.30874,74.733
38.0,35.0,38.0,136.0,43.0,51.0,153.0,209.0,0.0,23.0,25.0,99.0,18.0,53.0,42.0,36.0,52.26237,62.688686,67.678635,76.485695,69.48714,9.003116,65.720505,74.72362
38.0,53.0,19.0,181.0,51.0,21.0,96.0,190.0,68.0,11.0,13.0,80.0,28.0,18.0,22.0,41.0,42.64795,38.0903,64.34759,75.87815,69.09369,16.696339,58.011536,74.70787
38.0,24.0,47.0,0.0,17.0,51.0,51.0,118.0,113.0,57.0,57.0,42.0,28.0,35.0,9.0,36.0,-10.313646,4.237819,46.943813,80.59926,60.582848,38.295322,36.410015,74.70534
23.0,12.0,0.0,0.0,47.0,40.0,108.0,227.0,136.0,23.0,19.0,71.0,25.0,47.0,34.0,46.0,65.787125,73.564865,71.174835,60.67066,73.89009,5.6828656,69.01752,74.700386
30.0,53.0,0.0,204.0,28.0,32.0,74.0,209.0,91.0,102.0,44.0,118.0,25.0,41.0,26.0,16.0,18.751223,80.59665,38.84903,53.260265,63.868572,23.63408,51.065147,74.69923
68.0,47.0,0.0,181.0,40.0,36.0,108.0,100.0,0.0,91.0,38.0,52.0,42.0,53.0,34.0,6.0,13.980049,71.03308,56.41231,57.782158,62.982067,22.250414,52.437935,74.68835
23.0,24.0,0.0,113.0,25.0,32.0,74.0,190.0,204.0,102.0,38.0,128.0,32.0,53.0,34.0,36.0,31.859648,73.846115,61.33967,60.842228,65.86421,15.911313,58.750378,74.66169
15.0,18.0,76.0,23.0,32.0,51.0,142.0,209.0,23.0,45.0,13.0,42.0,21.0,30.0,34.0,41.0,21.38102,4.9805646,52.65579,76.87537,65.90491,30.286242,44.359528,74.64577
60.0,6.0,28.0,91.0,17.0,32.0,142.0,172.0,91.0,57.0,31.0,42.0,18.0,30.0,34.0,11.0,2.594072,49.520493,43.860077,76.11516,62.41129,27.718447,46.900215,74.61866
38.0,53.0,85.0,0.0,25.0,43.0,85.0,190.0,159.0,68.0,44.0,42.0,39.0,35.0,42.0,26.0,29.20318,39.643383,55.671047,78.6157,68.61173,20.264584,54.349007,74.61359
30.0,6.0,57.0,181.0,43.0,47.0,96.0,245.0,204.0,11.0,13.0,52.0,32.0,30.0,26.0,46.0,32.437008,42.9673,64.10879,72.75002,70.922104,17.972351,56.637047,74.6094
53.0,30.0,47.0,0.0,40.0,21.0,130.0,245.0,0.0,68.0,44.0,42.0,14.0,30.0,9.0,16.0,-3.519615,14.359906,50.74277,75.31246,66.392105,33.941605,40.657524,74.59913
45.0,41.0,9.0,181.0,32.0,32.0,119.0,100.0,159.0,34.0,13.0,109.0,25.0,18.0,5.0,41.0,10.279593,17.47798,49.217426,78.93134,66.83273,30.032219,44.547813,74.58003
30.0,12.0,57.0,0.0,21.0,47.0,119.0,136.0,159.0,23.0,38.0,71.0,14.0,53.0,42.0,31.0,31.874304,32.770176,56.218464,81.05814,64.98794,21.190449,53.381805,74.57225
23.0,12.0,38.0,91.0,43.0,25.0,51.0,245.0,204.0,102.0,19.0,80.0,35.0,35.0,38.0,41.0,54.711807,0.43630955,39.433704,66.159904,70.56421,28.30434,46.26119,74.56553
68.0,18.0,0.0,0.0,28.0,47.0,74.0,245.0,113.0,57.0,19.0,99.0,21.0,6.0,26.0,41.0,53.67712,77.92675,62.033024,65.552414,68.98668,8.920382,65.63519,74.55557
15.0,24.0,38.0,113.0,21.0,40.0,62.0,245.0,91.0,68.0,31.0,71.0,35.0,0.0,42.0,16.0,35.977066,50.88769,62.437435,75.81528,68.99133,15.732946,58.821766,74.55471
38.0,41.0,66.0,136.0,43.0,43.0,142.0,227.0,159.0,11.0,19.0,42.0,39.0,24.0,38.0,21.0,46.26984,48.282818,62.556362,68.65945,78.55272,13.672961,60.864235,74.53719
0.0,12.0,57.0,136.0,43.0,40.0,108.0,154.0,68.0,91.0,50.0,90.0,21.0,47.0,5.0,31.0,41.259052,36.678654,43.858906,70.947975,80.84769,19.815737,54.718456,74.534195
23.0,0.0,76.0,45.0,21.0,17.0,130.0,245.0,23.0,0.0,50.0,109.0,35.0,53.0,38.0,6.0,3.4622314,9.396379,56.380234,69.551445,69.976204,32.773438,41.753296,74.52673
8.0,30.0,47.0,181.0,21.0,40.0,130.0,136.0,181.0,34.0,19.0,128.0,42.0,41.0,5.0,26.0,59.897465,62.476772,59.847042,70.38525,78.8416,8.23454,66.28963,74.52417
53.0,0.0,57.0,204.0,25.0,21.0,153.0,172.0,181.0,79.0,19.0,42.0,28.0,24.0,42.0,46.0,6.2609587,16.210932,42.387203,78.67304,69.78262,31.84766,42.662952,74.51061
68.0,47.0,0.0,113.0,40.0,47.0,74.0,82.0,23.0,79.0,31.0,71.0,11.0,41.0,42.0,36.0,15.624044,53.154232,55.65555,72.72916,65.21776,22.029406,52.476147,74.505554
68.0,53.0,76.0,23.0,17.0,51.0,74.0,245.0,159.0,11.0,13.0,118.0,11.0,53.0,22.0,31.0,33.272167,49.948307,66.83064,70.400665,70.48922,16.308401,58.1882,74.496605
23.0,47.0,66.0,181.0,25.0,51.0,85.0,100.0,0.0,23.0,44.0,42.0,35.0,53.0,5.0,21.0,-12.975763,35.274414,50.288322,70.722496,63.176075,33.193382,41.29711,74.49049
38.0,12.0,66.0,113.0,17.0,43.0,85.0,190.0,23.0,34.0,13.0,42.0,25.0,0.0,30.0,21.0,37.605965,41.924454,61.89568,74.316505,71.93903,16.948202,57.536327,74.48453
30.0,18.0,9.0,0.0,51.0,36.0,62.0,227.0,181.0,91.0,31.0,109.0,39.0,41.0,38.0,16.0,46.490967,72.08047,58.219204,55.077023,77.32841,12.641191,61.839214,74.48041
68.0,35.0,0.0,0.0,40.0,40.0,62.0,190.0,23.0,57.0,19.0,52.0,35.0,35.0,30.0,6.0,34.893726,74.838974,56.013653,59.742764,69.62633,15.446453,59.02309,74.46954
23.0,6.0,47.0,204.0,21.0,36.0,130.0,136.0,23.0,45.0,19.0,42.0,28.0,53.0,30.0,11.0,20.33344,38.28321,60.68213,73.94734,67.49622,22.293549,52.148468,74.44202
38.0,12.0,28.0,204.0,47.0,40.0,142.0,82.0,0.0,0.0,13.0,90.0,35.0,47.0,34.0,16.0,10.518171,37.79214,63.387825,69.83163,65.32686,25.066463,49.371323,74.43779
30.0,30.0,57.0,91.0,32.0,51.0,96.0,227.0,113.0,68.0,13.0,90.0,35.0,12.0,38.0,41.0,55.5356,36.446835,51.127735,72.68091,75.62794,16.153257,58.283802,74.43706
38.0,35.0,38.0,45.0,28.0,17.0,96.0,100.0,45.0,0.0,13.0,109.0,11.0,35.0,9.0,31.0,10.2430935,53.5973,50.83033,74.01633,62.743965,24.150698,50.2862,74.4369
