Round,YE (g/L),Tryptone (g/L),NaCl (g/L),K2HPO4 (g/L),MgSO4·7H2O (g/L),Glycerol (g/L),FAC (g/L),Na2S2O3 (g/L),Triton X-100 (g/L),Glycine (g/L),NH4OAc (g/L),CSL-P (g/L),ZnSO4·7H2O (g/L),Methionine (g/L),Cysteine (g/L),(NH4)2SO4 (g/L),EGT titer (mg/L),Medium material cost (CNY/L),EGT efficiency cost (mg /CNY)
Round 2,22.5,18,1.852941,2.529412,0.988235,34.941176,0.169412,4.376471,0.564706,4.470588,0,30,1.364706,0,6,0,217.895595,61.876068,3.521484
Round 2,14.558824,8.705882,4.5,2.352941,1.223529,24.705882,0.169412,4.376471,3.294118,3.294118,0.847059,16.617647,1.364706,1.323529,3.352941,0,222.765759,36.530139,6.098136
Round 2,35.882353,18,2.470588,1.235294,0.235294,21.529412,0.028235,1.411765,2.258824,4.470588,0,10,2.211765,2.676471,4.647059,0,241.340976,54.903605,4.395722
Round 2,27.941176,18,2.470588,1.235294,1.788235,44.823529,0.122353,2.4,1.694118,0,0.847059,10,0.847059,2.676471,6,0,262.491484,51.853901,5.062136
Round 2,19.852941,11.294118,1.852941,2.117647,0.235294,28.235294,0.051765,4.941176,1.129412,1.058824,0.847059,20,1.129412,0,2,0,250.527798,42.080115,5.953591
Round 2,22.5,11.294118,2.470588,1.882353,1.411765,28.235294,0.075294,1.976471,3.294118,8.941176,0.847059,0,1.647059,1.323529,3.352941,0,226.134912,34.090141,6.63344
Round 2,11.911765,14,4.147059,2.352941,0.423529,41.647059,0.075294,3.952941,2.729412,1.058824,0,23.382353,0,1.323529,3.352941,0,305.264898,45.453376,6.716
Round 2,27.941176,16.705882,4.147059,2.764706,0.423529,38.117647,0.051765,2.964706,3.294118,3.294118,0.847059,30,0.564706,0,1.352941,0,236.455296,60.30364,3.921078
Round 2,22.5,8.705882,2.205882,1.647059,1.788235,18,0.216471,5.929412,3.858824,1.058824,0.847059,13.382353,2.494118,2,4.647059,0,146.805936,39.198242,3.745217
Round 2,25.294118,6,3.176471,1,0.8,21.529412,0.051765,3.952941,3.294118,4.470588,0,20,0.282353,5.323529,4,0,191.389411,42.963379,4.45471
Round 2,22.5,10,1.852941,1,1.976471,14.823529,0.169412,4.376471,1.129412,5.529412,0.847059,30,0.282353,4.676471,4,0,177.062807,52.177061,3.393499
Round 2,14.558824,12.705882,3.794118,2.117647,0.423529,41.647059,0.051765,3.952941,2.258824,1.058824,0,3.382353,2.211765,5.323529,2,0,256.274811,32.865264,7.797741
Round 2,22.5,12.705882,3.176471,1.647059,1.223529,44.823529,0.098824,5.364706,3.858824,4.470588,0,0,0.282353,4.676471,3.352941,0,279.190879,37.101261,7.525105
Round 2,30.588235,14,3.529412,2.352941,1.223529,31.411765,0.216471,4.941176,4.423529,3.294118,0.847059,16.617647,0.282353,1.323529,2,0,271.503271,50.921544,5.331796
Round 2,17.205882,14,3.794118,2.764706,0.611765,38.117647,0.051765,5.364706,4.423529,0,0.847059,26.617647,2.494118,5.323529,0.647059,0.941176,247.536853,50.690642,4.883285
Round 2,19.852941,7.294118,3.529412,2.117647,1.6,41.647059,0.122353,5.929412,4.988235,10,0,3.382353,2.494118,5.323529,6,0,0,35.835972,0
Round 2,11.911765,14,2.470588,1,1.6,31.411765,0.24,1.976471,0,0,0.847059,13.382353,1.129412,3.323529,5.352941,0,166.808594,39.440151,4.229411
Round 2,33.235294,16.705882,1.852941,2.352941,0.8,38.117647,0.098824,1.976471,4.423529,2.235294,0.847059,20,2.211765,0,4,0.941176,290.161739,58.339781,4.973651
Round 2,30.588235,11.294118,3.529412,1.470588,0.8,34.941176,0.169412,5.364706,2.258824,6.705882,0.847059,3.382353,0.282353,0,4.647059,0,236.293605,41.020391,5.760394
Round 2,35.882353,16.705882,2.205882,2.529412,0.611765,18,0.122353,3.952941,0.564706,2.235294,0.847059,30,2.494118,2,4,0,200.908324,65.560713,3.064462
Round 2,35.882353,14,2.823529,2.352941,1.976471,38.117647,0.051765,1.411765,3.858824,4.470588,0.847059,26.617647,1.647059,4,1.352941,0.941176,315.544727,61.135224,5.161423
Round 2,14.558824,11.294118,4.147059,2.117647,0.423529,21.529412,0.028235,4.376471,2.258824,5.529412,0.847059,13.382353,2.211765,4,4.647059,0,192.378957,39.554558,4.863636
Round 2,25.294118,15.294118,3.794118,1.470588,1.976471,21.529412,0.169412,2.964706,3.858824,5.529412,0.847059,13.382353,2.211765,4.676471,0.647059,0,228.659188,47.479028,4.816004
Round 2,33.235294,18,3.794118,2.764706,1.976471,34.941176,0.169412,5.929412,1.694118,1.058824,0,0,0,4.676471,2.647059,0,289.206396,46.878412,6.169287
Round 2,14.558824,11.294118,1.5,1.882353,0.611765,24.705882,0.169412,3.388235,1.694118,2.235294,0,0,1.929412,2.676471,1.352941,0,227.980196,26.542826,8.589146
Round 2,19.852941,12.705882,2.205882,2.352941,1.223529,34.941176,0.122353,3.952941,4.988235,6.705882,0.847059,16.617647,1.364706,0,4,0,253.020625,45.675927,5.539474
Round 2,11.911765,6,3.176471,1.647059,1.6,18,0.075294,5.364706,1.129412,3.294118,0.847059,26.617647,2.211765,2.676471,4.647059,0,164.934288,39.267111,4.200316
Round 2,14.558824,15.294118,3.794118,1.647059,0.988235,38.117647,0.028235,3.952941,1.129412,5.529412,0,23.382353,2.494118,6,3.352941,0.941176,251.043049,51.126431,4.91024
Round 2,25.294118,10,3.176471,2.117647,1.6,41.647059,0.216471,2.4,0,1.058824,0,30,0.564706,2.676471,2,0,203.568372,51.266052,3.970822
Round 2,35.882353,14,2.470588,1.882353,1.6,44.823529,0.028235,2.964706,2.729412,5.529412,0.847059,0,1.364706,6,1.352941,0.941176,269.445529,44.914056,5.999136
Round 3,27.941176,16.705882,2.205882,1.235294,1.411765,44.823529,0.122353,3.952941,3.294118,2.235294,0.847059,30,1.647059,4.676471,3.352941,0,303.060726,63.709494,4.756916
Round 3,30.588235,16.705882,1.852941,1,1.976471,44.823529,0.098824,2.4,3.858824,2.235294,0.847059,23.382353,1.647059,3.323529,5.352941,0,322.807269,61.503635,5.248588
Round 3,35.882353,18,3.794118,1.470588,1.223529,38.117647,0.075294,2.4,4.988235,4.470588,0.847059,10,0.564706,6,6,0.941176,280.520048,59.084581,4.747771
Round 3,33.235294,18,4.5,2.529412,0.8,41.647059,0.145882,5.929412,2.258824,5.529412,0,26.617647,0.847059,0.676471,5.352941,0,315.641071,66.547372,4.743103
Round 3,30.588235,18,4.147059,2.352941,1.223529,41.647059,0.051765,3.952941,2.258824,5.529412,0,10,0.847059,3.323529,3.352941,0,342.952161,53.392736,6.423199
Round 3,25.294118,15.294118,4.147059,1.882353,1.223529,34.941176,0.169412,4.941176,2.258824,2.235294,0.847059,16.617647,1.364706,4,5.352941,0,285.241635,52.523739,5.430718
Round 3,35.882353,18,1.852941,1,1.976471,38.117647,0.122353,2.4,4.423529,2.235294,0.847059,3.382353,2.211765,4.676471,4.647059,0.941176,340.841344,52.535311,6.487852
Round 3,35.882353,10,1.5,1,1.6,31.411765,0.028235,3.388235,4.988235,0,0,23.382353,2.494118,5.323529,3.352941,0,283.366211,54.827325,5.168339
Round 3,33.235294,11.294118,2.470588,2.529412,0.423529,31.411765,0.169412,5.364706,2.258824,3.294118,0,23.382353,1.929412,5.323529,3.352941,0.941176,308.439316,55.851214,5.522518
Round 3,35.882353,7.294118,1.852941,2.117647,0.611765,31.411765,0.098824,4.376471,2.258824,5.529412,0,26.617647,0.564706,5.323529,4.647059,0.941176,288.008524,55.950134,5.147593
Round 3,33.235294,10,3.794118,2.529412,0.988235,28.235294,0.075294,4.376471,1.694118,1.058824,0,23.382353,2.211765,3.323529,2,0,315.89601,51.513781,6.132262
Round 3,33.235294,12.705882,1.852941,2.352941,1.788235,28.235294,0.216471,1.411765,2.258824,2.235294,0,6.617647,2.211765,4.676471,2,0,293.492461,44.08804,6.656963
Round 3,35.882353,15.294118,2.823529,1,1.6,38.117647,0.098824,2.964706,3.858824,4.470588,0.847059,6.617647,1.929412,2,6,0,336.723342,51.978955,6.478071
Round 3,35.882353,12.705882,3.529412,1.882353,1.411765,41.647059,0.028235,1.976471,3.294118,5.529412,0.847059,0,1.129412,0.676471,6,0,301.25581,44.372433,6.789256
Round 3,25.294118,16.705882,2.823529,1.882353,0.988235,31.411765,0.216471,5.929412,4.988235,3.294118,0.847059,10,1.647059,5.323529,4,0.941176,283.727585,50.199741,5.651973
Round 3,33.235294,6,2.470588,3,0.235294,34.941176,0.075294,2.4,1.694118,0,0,23.382353,2.211765,6,2.647059,0.941176,259.827237,48.241322,5.385989
Round 3,14.558824,8.705882,3.176471,2.352941,1.411765,34.941176,0.169412,5.364706,3.858824,4.470588,0,6.617647,1.647059,4.676471,6,0,298.401529,34.186894,8.728536
Round 3,30.588235,11.294118,1.852941,2.529412,1.223529,41.647059,0.122353,5.364706,2.258824,3.294118,0,26.617647,1.129412,1.323529,0.647059,0.941176,301.266034,53.512609,5.629814
Round 3,35.882353,12.705882,4.5,1.235294,1.976471,31.411765,0.028235,2.964706,3.858824,1.058824,0.847059,6.617647,0.282353,4.676471,1.352941,0,302.335628,45.302426,6.673718
Round 3,30.588235,11.294118,3.176471,2.352941,0.988235,34.941176,0.051765,1.411765,4.423529,5.529412,0.847059,0,1.647059,0,4.647059,0,275.218853,38.506753,7.147288
Round 3,33.235294,7.294118,4.5,1.235294,0.8,31.411765,0.075294,1.411765,4.423529,1.058824,0,26.617647,1.129412,2.676471,4.647059,0.941176,314.543528,52.179386,6.028119
Round 3,30.588235,16.705882,3.176471,2.764706,1.411765,44.823529,0.051765,5.929412,3.858824,4.470588,0.847059,3.382353,0,2.676471,0.647059,0.941176,260.171536,46.034753,5.651633
Round 3,11.911765,15.294118,4.5,1.882353,1.411765,38.117647,0.216471,1.976471,2.729412,6.705882,0,10,2.494118,0,3.352941,0,187.23909,38.924242,4.810346
Round 3,33.235294,7.294118,1.852941,2.352941,1.788235,44.823529,0.216471,2.964706,3.294118,1.058824,0.847059,23.382353,1.929412,1.323529,2.647059,0.941176,279.137902,49.28892,5.663299
Round 3,35.882353,15.294118,2.205882,2.529412,0.235294,31.411765,0.216471,3.952941,2.258824,4.470588,0,10,0,2.676471,1.352941,0.941176,283.065332,50.493306,5.605997
Round 3,25.294118,18,1.852941,1.647059,0.235294,34.941176,0.051765,2.964706,4.988235,2.235294,0,23.382353,1.929412,2,4,0,335.980744,58.267979,5.76613
Round 3,33.235294,14,4.5,2.352941,1.223529,31.411765,0.075294,5.929412,1.694118,6.705882,0,26.617647,0,2,4.647059,0,293.58024,61.453188,4.777299
Round 3,33.235294,10,1.852941,3,1.411765,31.411765,0.169412,1.976471,1.129412,1.058824,0.847059,20,1.929412,4.676471,4,0.941176,292.945243,51.200873,5.721489
Round 3,33.235294,11.294118,1.852941,1.882353,0.8,28.235294,0.075294,5.364706,4.988235,3.294118,0,3.382353,2.211765,6,4,0,279.598166,43.604887,6.412083
Round 3,30.588235,12.705882,1.852941,1.647059,0.8,31.411765,0.075294,1.976471,3.858824,4.470588,0,16.617647,2.211765,1.323529,4,0.941176,300.020077,50.410793,5.951505
Round 3,25.294118,18,3.529412,2.117647,1.223529,41.647059,0.145882,4.376471,3.858824,3.294118,0,0,2.494118,0.676471,1.352941,0,347.020299,41.344207,8.393444
Round 3,25.294118,11.294118,2.470588,2.529412,0.988235,31.411765,0.028235,5.929412,1.694118,5.529412,0.847059,26.617647,1.129412,2.676471,0,0,295.722187,50.841209,5.816584
Round 3,33.235294,8.705882,4.147059,2.117647,1.411765,28.235294,0.169412,5.929412,1.694118,2.235294,0.847059,20,2.211765,0.676471,4,0,301.698363,48.913028,6.168057
Round 3,22.5,16.705882,3.529412,1.882353,0.8,38.117647,0.192941,2.4,4.988235,4.470588,0.847059,30,0,3.323529,1.352941,0,290.221984,59.134941,4.907792
Round 3,30.588235,7.294118,2.205882,2.352941,0.8,41.647059,0.028235,3.952941,3.294118,3.294118,0,0,1.364706,4,4.647059,0.941176,265.114496,35.208421,7.52986
Round 3,19.852941,14,2.205882,1.882353,0.235294,41.647059,0.028235,3.388235,1.694118,4.470588,0,23.382353,0.282353,4,0.647059,0,325.059646,49.367132,6.584536
Round 3,35.882353,6,2.470588,1.647059,1.976471,28.235294,0.24,1.976471,4.423529,5.529412,0,16.617647,0.282353,4.676471,0.647059,0,284.418235,44.588532,6.378731
Round 3,19.852941,14,2.205882,1.882353,1.411765,38.117647,0.145882,2.4,3.858824,1.058824,0,26.617647,2.211765,1.323529,0,0,268.185929,49.38764,5.430224
Round 3,33.235294,15.294118,1.852941,2.529412,1.976471,44.823529,0.192941,3.952941,2.729412,6.705882,0,10,1.647059,5.323529,0,0.941176,277.032885,50.853306,5.447687
Round 3,30.588235,6,3.529412,1.647059,0.611765,28.235294,0.169412,2.964706,2.258824,1.058824,0,6.617647,0.564706,4,6,0,235.846042,37.141369,6.349955
Round 3,14.558824,15.294118,3.176471,2.764706,0.611765,31.411765,0.028235,1.411765,2.258824,1.058824,0,6.617647,2.211765,1.323529,3.352941,0.941176,264.15877,36.510099,7.235225
Round 3,27.941176,10,3.176471,3,0.8,41.647059,0.075294,2.964706,3.294118,3.294118,0.847059,6.617647,2.211765,4,2.647059,0,272.384953,40.043746,6.802185
Round 3,35.882353,8.705882,3.529412,1.882353,1.223529,28.235294,0.075294,1.411765,4.988235,6.705882,0.847059,10,1.647059,1.323529,2.647059,0.941176,260.287546,44.125035,5.898863
Round 3,33.235294,11.294118,3.529412,1.470588,0.8,41.647059,0.24,3.952941,1.694118,1.058824,0,0,0.847059,1.323529,2,0,271.950277,37.211619,7.308209
Round 3,30.588235,10,3.794118,2.764706,0.423529,44.823529,0.145882,1.976471,2.258824,1.058824,0,0,0.847059,2.676471,1.352941,0.941176,284.107706,34.562995,8.219997
Round 3,19.852941,12.705882,4.147059,2.529412,1.6,41.647059,0.075294,5.364706,2.258824,1.058824,0.847059,30,0.282353,0,3.352941,0,295.573559,52.492426,5.630785
Round 3,27.941176,18,3.176471,2.764706,0.988235,41.647059,0.122353,2.964706,1.694118,5.529412,0,3.382353,0.282353,5.323529,2.647059,0,288.239554,47.612179,6.053904
Round 3,35.882353,11.294118,1.852941,3,0.988235,28.235294,0.169412,5.929412,4.988235,5.529412,0,0,0.847059,2,6,0.941176,249.096469,43.508925,5.725181
Round 3,27.941176,15.294118,3.176471,1.647059,1.411765,31.411765,0.028235,5.929412,3.294118,6.705882,0.847059,23.382353,0.282353,1.323529,3.352941,0,316.943794,57.106814,5.550017
Round 3,22.5,6,4.147059,3,1.6,38.117647,0.169412,5.364706,2.729412,4.470588,0,10,2.494118,2.676471,3.352941,0,275.62323,35.052548,7.863144
Round 3,27.941176,14,3.529412,1.882353,0.423529,38.117647,0.075294,5.929412,4.423529,2.235294,0,10,0,4,2.647059,0.941176,278.17093,46.580282,5.97186
Round 3,17.205882,12.705882,3.176471,1.470588,1.223529,38.117647,0.122353,3.388235,2.729412,3.294118,0.847059,10,1.364706,6,0,0,289.322448,37.947445,7.624293
Round 3,14.558824,8.705882,4.5,2.117647,1.223529,41.647059,0.051765,2.4,3.294118,2.235294,0,0,0.282353,5.323529,3.352941,0,320.05911,27.155273,11.78626
Round 3,14.558824,18,3.176471,2.529412,1.411765,41.647059,0.169412,5.929412,4.423529,1.058824,0,10,1.929412,6,6,0,269.308433,47.384461,5.683476
Round 3,30.588235,7.294118,4.147059,1.647059,0.8,41.647059,0.051765,3.952941,3.294118,0,0,20,0,1.323529,5.352941,0.941176,293.149826,46.748388,6.270801
Round 3,27.941176,14,3.529412,2.117647,1.6,28.235294,0.24,4.376471,1.694118,3.294118,0,30,0.564706,2.676471,1.352941,0,317.730101,57.405016,5.534884
Round 3,27.941176,11.294118,3.176471,2.764706,1.788235,44.823529,0.24,1.976471,4.988235,6.705882,0.847059,0,0.282353,4,0,0,313.550523,36.483332,8.59435
Round 3,27.941176,8.705882,4.5,2.764706,1.976471,38.117647,0.051765,4.376471,2.258824,2.235294,0.847059,3.382353,1.364706,1.323529,2.647059,0,286.150569,34.823315,8.217212
Round 3,19.852941,18,3.176471,1.882353,0.423529,31.411765,0.028235,4.941176,1.694118,3.294118,0,13.382353,1.364706,2.676471,2,0.941176,276.56119,47.362009,5.839304
Round 3,25.294118,7.294118,1.852941,1.470588,1.6,41.647059,0.24,3.952941,2.258824,1.058824,0,30,0.282353,4.676471,4,0,279.456416,50.92372,5.487746
Round 3,14.558824,6,4.147059,1.882353,0.423529,44.823529,0.216471,3.388235,2.729412,5.529412,0,26.617647,1.929412,2,1.352941,0,294.55047,40.104449,7.344583
Round 3,33.235294,6,2.823529,1,1.976471,38.117647,0.122353,3.388235,1.694118,3.294118,0,26.617647,2.494118,2.676471,0,0,313.866671,48.155642,6.517755
Round 3,30.588235,12.705882,4.5,1.235294,1.976471,44.823529,0.098824,2.964706,3.858824,0,0.847059,3.382353,1.364706,2,1.352941,0,296.496337,39.837645,7.442617
Round 3,27.941176,11.294118,4.147059,1.235294,1.788235,28.235294,0.192941,1.976471,2.729412,0,0,23.382353,0.564706,4,6,0,296.497195,52.554487,5.64171
Round 3,19.852941,15.294118,3.529412,2.764706,1.788235,44.823529,0.216471,5.364706,4.988235,1.058824,0,0,1.364706,0.676471,4,0,291.896152,37.18808,7.849186
Round 3,14.558824,6,1.852941,3,1.976471,31.411765,0.192941,2.4,3.858824,5.529412,0,20,1.129412,0,2.647059,0,257.554802,35.27828,7.300662
Round 3,11.911765,12.705882,3.794118,3,0.988235,28.235294,0.122353,2.4,3.858824,4.470588,0.847059,10,0.564706,4,2,0,278.277534,35.765075,7.780706
Round 3,27.941176,16.705882,3.794118,2.117647,1.976471,28.235294,0.192941,4.376471,4.988235,0,0,10,0,1.323529,4,0,251.078907,48.413941,5.186087
Round 3,25.294118,10,1.5,1.235294,1.223529,34.941176,0.098824,3.952941,2.729412,0,0,6.617647,2.211765,4,3.352941,0.941176,268.397176,37.406299,7.175187
Round 3,30.588235,18,4.5,3,0.611765,24.705882,0.051765,3.952941,3.858824,4.470588,0,20,1.364706,4,1.352941,0.941176,255.564125,58.082633,4.400009
Round 3,19.852941,18,2.470588,2.117647,1.6,44.823529,0.075294,3.952941,3.858824,6.705882,0.847059,13.382353,2.211765,2,0.647059,0,316.379144,48.423534,6.533582
Round 3,22.5,14,1.852941,2.529412,0.611765,38.117647,0.24,1.411765,4.988235,3.294118,0,16.617647,1.929412,2.676471,2,0,310.159405,46.972708,6.60297
Round 3,22.5,10,2.205882,2.764706,0.611765,38.117647,0.075294,4.941176,2.729412,2.235294,0,3.382353,2.494118,3.323529,3.352941,0.941176,280.754821,34.730148,8.083894
Round 3,25.294118,14,2.823529,2.352941,1.223529,38.117647,0.216471,5.929412,2.729412,4.470588,0,0,1.929412,6,2.647059,0.941176,281.741019,39.958485,7.050843
Round 3,35.882353,7.294118,3.176471,2.352941,1.223529,31.411765,0.122353,3.952941,2.258824,6.705882,0,26.617647,0.282353,3.323529,0,0.941176,279.750173,52.161402,5.363164
Round 3,25.294118,14,3.529412,3,1.788235,41.647059,0.192941,3.952941,3.858824,0,0.847059,23.382353,0.282353,2,0.647059,0,296.053271,51.335944,5.766978
Round 3,14.558824,15.294118,3.176471,2.352941,0.423529,41.647059,0.028235,1.411765,3.858824,1.058824,0.847059,13.382353,2.211765,6,0,0.941176,241.240435,41.43824,5.821686
Round 3,22.5,6,1.852941,1.882353,1.788235,41.647059,0.098824,5.364706,1.694118,4.470588,0.847059,30,2.494118,2.676471,1.352941,0,292.60948,46.680219,6.268383
Round 3,17.205882,7.294118,3.529412,1.470588,1.6,44.823529,0.122353,5.364706,4.423529,2.235294,0.847059,10,2.211765,4,2.647059,0,270.274746,33.662169,8.029035
Round 3,27.941176,8.705882,4.147059,1.470588,1.223529,41.647059,0.075294,2.4,3.858824,5.529412,0,6.617647,2.211765,4.676471,1.352941,0.941176,263.427816,38.207805,6.894607
Round 3,14.558824,18,4.147059,3,0.235294,31.411765,0.075294,1.411765,2.729412,5.529412,0.847059,0,1.129412,4.676471,4.647059,0.941176,243.004318,39.033268,6.225569
Round 3,35.882353,8.705882,1.5,1.235294,0.611765,41.647059,0.145882,3.388235,4.423529,6.705882,0,13.382353,1.364706,0.676471,2.647059,0,329.413774,46.641268,7.06271
Round 3,11.911765,12.705882,4.147059,3,0.235294,44.823529,0.122353,3.388235,4.988235,3.294118,0.847059,16.617647,1.647059,0,5.352941,0.941176,294.288031,42.082224,6.993167
Round 3,27.941176,18,2.205882,1.235294,0.988235,31.411765,0.051765,3.388235,4.423529,0,0.847059,3.382353,0,4.676471,2.647059,0.941176,266.126022,45.723494,5.820334
Round 3,11.911765,14,3.794118,1.647059,1.976471,31.411765,0.075294,5.364706,2.729412,5.529412,0,16.617647,1.129412,4.676471,4.647059,0.941176,298.838675,44.248656,6.753621
Round 3,19.852941,10,2.823529,1.235294,0.235294,41.647059,0.145882,4.376471,3.858824,5.529412,0,26.617647,1.364706,1.323529,4,0,345.533727,49.188551,7.024678
Round 3,30.588235,7.294118,3.794118,2.117647,1.6,38.117647,0.051765,5.929412,2.258824,6.705882,0,20,0.564706,6,2,0,257.052046,48.095946,5.344568
Round 3,11.911765,7.294118,4.5,2.352941,1.6,31.411765,0.122353,4.376471,4.423529,5.529412,0.847059,23.382353,0,0.676471,4.647059,0.941176,276.937788,39.762341,6.964826
Round 3,22.5,7.294118,2.470588,1.882353,1.788235,41.647059,0.051765,2.4,2.258824,2.235294,0.847059,6.617647,0.282353,0,3.352941,0.941176,252.825239,31.965967,7.9092
Round 3,35.882353,7.294118,3.794118,1,1.411765,44.823529,0.145882,4.941176,2.729412,0,0.847059,0,0.564706,6,4.647059,0.941176,263.846952,38.158581,6.914485
Round 4,11.91176471,6,3.529411765,1.647058824,1.223529412,34.94117647,0.24,2.4,1.129411765,4.470588235,0,6.617647059,0.282352941,4.676470588,0.647058824,0,276.4920574,24.51413176,11.27888436
Round 4,17.20588235,8.705882353,4.5,1.470588235,1.411764706,44.82352941,0.122352941,3.388235294,3.858823529,0,0.847058824,6.617647059,1.647058824,2,6,0,289.9370254,33.5866,8.632520867
Round 4,22.5,8.705882353,3.794117647,3,1.411764706,44.82352941,0.145882353,1.976470588,4.988235294,4.470588235,0,0,2.494117647,4,3.352941176,0,254.3339014,32.38984235,7.852273521
Round 4,17.20588235,8.705882353,1.852941176,2.764705882,1.223529412,34.94117647,0.122352941,3.388235294,2.729411765,0,0,10,0.847058824,6,0.647058824,0.941176471,255.9867198,32.68708941,7.831432056
Round 4,11.91176471,10,1.5,1.235294118,0.8,41.64705882,0.028235294,5.929411765,1.694117647,6.705882353,0.847058824,6.617647059,1.364705882,2.676470588,0,0,261.6953483,29.59244471,8.843316289
Round 4,14.55882353,12.70588235,3.176470588,2.529411765,1.788235294,34.94117647,0.075294118,5.929411765,3.294117647,4.470588235,0,6.617647059,0.282352941,1.323529412,2,0,323.0414881,34.44154353,9.379413784
Round 4,14.55882353,12.70588235,2.823529412,3,1.411764706,34.94117647,0.051764706,2.4,2.729411765,1.058823529,0.847058824,0,0.564705882,0.676470588,0,0.941176471,230.8967399,27.02052235,8.545235982
Round 4,17.20588235,7.294117647,2.823529412,3,0.423529412,38.11764706,0.122352941,5.929411765,2.258823529,2.235294118,0,10,1.929411765,4.676470588,1.352941176,0.941176471,254.1784817,32.28944941,7.871874136
Round 4,11.91176471,11.29411765,2.823529412,2.529411765,0.611764706,28.23529412,0.098823529,5.929411765,4.423529412,5.529411765,0,6.617647059,2.211764706,5.323529412,0,0.941176471,265.5393783,31.86259294,8.333891056
Round 4,14.55882353,10,2.205882353,2.764705882,1.411764706,41.64705882,0.075294118,4.376470588,1.129411765,5.529411765,0.847058824,6.617647059,1.364705882,1.323529412,5.352941176,0,345.340303,33.97042118,10.16591173
Round 4,17.20588235,12.70588235,1.852941176,2.352941176,1.6,44.82352941,0.028235294,4.941176471,2.258823529,5.529411765,0.847058824,3.382352941,1.129411765,0,0.647058824,0,285.8674106,32.86651529,8.697831456
Round 4,25.29411765,8.705882353,3.529411765,2.764705882,0.611764706,44.82352941,0.192941176,4.941176471,4.423529412,4.470588235,0,3.382352941,1.929411765,4,0,0,315.2736649,33.95272,9.285667389
Round 4,22.5,10,3.529411765,1.647058824,1.788235294,28.23529412,0.169411765,2.964705882,2.258823529,1.058823529,0,3.382352941,2.211764706,0,0.647058824,0,216.2574852,30.02021647,7.203728374
Round 4,14.55882353,6,3.529411765,3,1.6,28.23529412,0.122352941,3.952941176,1.694117647,3.294117647,0,13.38235294,0.847058824,2,1.352941176,0,254.5758224,29.75453647,8.555865848
Round 4,25.29411765,10,4.147058824,2.117647059,1.976470588,31.41176471,0.051764706,3.952941176,1.694117647,0,0,10,2.211764706,1.323529412,0,0,242.5005727,35.94806353,6.745859134
Round 4,33.23529412,7.294117647,3.529411765,1.235294118,0.611764706,41.64705882,0.169411765,2.964705882,2.729411765,5.529411765,0,3.382352941,1.129411765,4.676470588,1.352941176,0,265.8885262,36.95440941,7.195041957
Round 4,11.91176471,16.70588235,2.205882353,1,1.223529412,44.82352941,0.145882353,4.376470588,3.858823529,3.294117647,0,0,0.564705882,0,6,0.941176471,301.024752,35.50342824,8.478751685
Round 4,35.88235294,8.705882353,2.470588235,1,0.988235294,28.23529412,0.075294118,4.376470588,1.129411765,0,0,6.617647059,1.647058824,3.323529412,1.352941176,0.941176471,289.3106175,39.18875294,7.382491042
Round 4,27.94117647,11.29411765,1.5,1.235294118,1.411764706,38.11764706,0.122352941,4.941176471,3.858823529,0,0,6.617647059,0.564705882,1.323529412,0,0,305.5899095,37.23620471,8.206795291
Round 4,17.20588235,10,2.470588235,1.235294118,1.411764706,34.94117647,0.051764706,1.411764706,3.858823529,4.470588235,0,6.617647059,0.847058824,5.323529412,5.352941176,0.941176471,289.803058,35.98025412,8.054502813
Round 4,35.88235294,10,3.176470588,1.882352941,0.611764706,38.11764706,0.145882353,1.976470588,4.423529412,1.058823529,0,0,2.494117647,4,3.352941176,0,237.6255544,39.40952471,6.029647811
Round 4,19.85294118,7.294117647,4.5,2.352941176,0.8,31.41176471,0.24,3.388235294,0,0,0,0,1.647058824,5.323529412,4.647058824,0.941176471,154.2573103,27.84923529,5.53901422
Round 4,22.5,6,4.5,2.764705882,1.976470588,28.23529412,0.098823529,4.376470588,4.423529412,4.470588235,0.847058824,10,1.364705882,2,2.647058824,0.941176471,258.4778695,33.97216235,7.608519788
Round 4,33.23529412,6,1.852941176,2.529411765,1.411764706,41.64705882,0.24,1.411764706,3.294117647,6.705882353,0.847058824,6.617647059,2.211764706,0.676470588,4,0,246.0149009,38.59912235,6.373587943
Round 4,22.5,11.29411765,2.823529412,1.647058824,0.235294118,44.82352941,0.075294118,1.411764706,4.423529412,2.235294118,0.847058824,0,0.564705882,3.323529412,4.647058824,0.941176471,265.3325733,34.89372235,7.604020305
Round 4,30.58823529,6,3.176470588,2.117647059,0.423529412,44.82352941,0.028235294,3.952941176,2.729411765,1.058823529,0.847058824,6.617647059,0.564705882,4.676470588,2.647058824,0,268.6596682,36.37165176,7.386512714
Round 4,25.29411765,12.70588235,2.205882353,3,0.611764706,31.41176471,0.075294118,5.364705882,4.988235294,5.529411765,0.847058824,6.617647059,1.929411765,1.323529412,1.352941176,0.941176471,276.0702977,40.49529647,6.817342303
Round 4,14.55882353,10,4.5,2.529411765,0.988235294,31.41176471,0.216470588,5.364705882,1.129411765,3.294117647,0,6.617647059,0.564705882,5.323529412,4.647058824,0,262.3276666,33.83994588,7.752012002
Round 4,11.91176471,8.705882353,3.794117647,2.764705882,0.8,34.94117647,0.169411765,5.929411765,2.729411765,2.235294118,0,16.61764706,0.564705882,1.323529412,1.352941176,0,283.3528395,33.85914588,8.368576115
